Load_ID,Policy_ID,State,Product,Clause_ID,Policy_Version,Loaded_Version,Load_Date,Loaded_By,Required_Clause_Version
L050232,P104958,CT,PPO,CL0942,2,1,2025-09-14,UserC,2
L050345,P104968,PA,PPO,CL0943,1,3,2025-11-06,System,5
L050363,P104969,OH,EPO,CL0692,5,3,2025-04-24,System,1
L050403,P104972,OH,EPO,CL0050,5,4,2025-07-08,UserB,2
L050548,P104985,MA,POS,CL0612,1,2,2025-08-13,UserA,5
L046906,P104629,IL,POS,CL0914,2,4,2025-04-29,UserC,5
L028935,P102859,IL,POS,CL0276,2,3,2025-05-27,UserB,4
L028158,P102787,NJ,PPO,CL0023,1,1,2025-11-06,UserA,5
L020787,P102047,TX,EPO,CL0898,2,4,2025-05-01,System,5
L020333,P102003,IL,HMO,CL0828,1,1,2025-11-06,System,4
L003687,P100363,CA,EPO,CL0918,5,1,2025-07-28,System,3
L038265,P103780,FL,HMO,CL0576,2,4,2025-05-10,UserC,3
L015743,P101549,NJ,EPO,CL0676,4,5,2025-01-12,UserC,1
L035752,P103527,NJ,HMO,CL0040,5,5,2025-10-24,System,2
L035634,P103516,NY,POS,CL0317,5,5,2025-05-15,System,2
L044007,P104348,PA,PPO,CL0474,1,3,2025-12-19,System,4
L027809,P102752,TX,POS,CL0542,3,2,2025-12-21,UserC,5
L017408,P101716,CT,PPO,CL0981,5,4,2025-02-14,UserA,2
L022291,P102195,CA,POS,CL0453,4,1,2025-06-28,UserC,4
L032653,P103225,NY,PPO,CL0641,1,2,2025-04-29,System,4
L030754,P103034,CT,HMO,CL0881,1,3,2025-01-12,UserB,2
L045012,P104448,CT,POS,CL0080,1,2,2025-12-28,UserC,4
L033287,P103288,IL,PPO,CL0391,2,1,2025-08-29,UserB,2
L028924,P102857,FL,HMO,CL0236,1,4,2025-05-21,UserC,3
L027846,P102754,IL,POS,CL0631,4,1,2025-04-19,UserC,5
L046857,P104624,CA,EPO,CL0295,3,5,2025-11-19,System,2
L044511,P104396,MA,POS,CL0612,3,2,2025-12-08,UserA,5
L004615,P100456,NY,EPO,CL0710,1,1,2025-10-09,UserA,2
L038491,P103801,TX,HMO,CL0434,4,4,2025-12-16,System,5
L035665,P103518,IL,PPO,CL0270,2,5,2025-11-07,UserB,2
L043480,P104295,NJ,EPO,CL0926,5,2,2025-02-28,UserA,1
L040719,P104017,NY,POS,CL0240,5,3,2025-06-11,UserB,1
L021399,P102108,MA,POS,CL0786,2,2,2025-03-13,UserC,3
L044710,P104418,CT,EPO,CL0547,1,5,2025-03-30,UserC,4
L038985,P103850,OH,POS,CL0366,1,1,2025-04-13,System,3
L041545,P104099,OH,PPO,CL0603,2,3,2025-11-23,UserB,4
L028798,P102846,PA,HMO,CL0251,4,3,2025-10-13,UserB,2
