Policy_ID,State,Product,Policy_Version,Policy_Effective_Date,Requirement_Effective_Date,Clause_ID,Required_Clause_Version,Requirement_ID,_merge
P101300,TX,EPO,5,2025-05-23,2025-01-01,CL0837,3,RR00255,left_only
P101301,OH,EPO,5,2025-02-06,2025-01-01,CL0435,5,RR00391,left_only
P101302,PA,EPO,2,2026-11-29,2025-01-01,CL0706,3,RR00186,left_only
P101313,NY,POS,2,2026-03-01,2025-01-01,CL0750,4,RR00079,left_only
P101314,MA,EPO,1,2025-07-12,2025-01-01,CL0129,5,RR00145,left_only
P101317,NY,EPO,2,2025-09-20,2025-01-01,CL0729,4,RR00064,left_only
P101318,OH,HMO,5,2025-11-25,2025-01-01,CL0382,3,RR00379,left_only
P101322,NJ,EPO,2,2025-09-16,2025-01-01,CL0519,2,RR00111,left_only
P101322,NJ,EPO,2,2025-09-16,2025-01-01,CL0638,5,RR00114,left_only
P101324,NJ,PPO,5,2025-03-26,2025-01-01,CL0327,3,RR00083,left_only
P101327,OH,EPO,3,2025-11-04,2025-01-01,CL0332,4,RR00394,left_only
P101329,TX,EPO,3,2026-09-23,2025-01-01,CL0636,4,RR00263,left_only
P101339,NY,POS,2,2025-10-24,2025-01-01,CL0331,4,RR00070,left_only
P101340,TX,HMO,3,2026-12-28,2025-01-01,CL0434,5,RR00250,left_only
P101341,NJ,EPO,4,2025-08-25,2025-01-01,CL0662,4,RR00105,left_only
P101341,NJ,EPO,4,2025-08-25,2025-01-01,CL0581,4,RR00107,left_only
P101341,NJ,EPO,4,2025-08-25,2025-01-01,CL0441,5,RR00112,left_only
P101342,OH,POS,2,2026-09-17,2025-01-01,CL0509,1,RR00400,left_only
P101342,OH,POS,2,2026-09-17,2025-01-01,CL0013,1,RR00404,left_only
P101343,NY,PPO,1,2025-08-05,2025-01-01,CL0437,2,RR00053,left_only
P101344,TX,PPO,2,2025-09-03,2025-01-01,CL0294,2,RR00241,left_only
P101346,NJ,EPO,1,2025-11-15,2025-01-01,CL0471,1,RR00106,left_only
P101346,NJ,EPO,1,2025-11-15,2025-01-01,CL0926,1,RR00108,left_only
P101346,NJ,EPO,1,2025-11-15,2025-01-01,CL0638,5,RR00114,left_only
P101349,CT,POS,4,2025-02-06,2025-01-01,CL0657,3,RR00045,left_only
P101353,IL,HMO,2,2025-02-03,2025-01-01,CL0476,2,RR00337,left_only
P101354,OH,HMO,2,2025-02-08,2025-01-01,CL0536,2,RR00384,left_only
P101355,IL,HMO,4,2026-08-02,2025-01-01,CL0681,5,RR00336,left_only
P101356,TX,HMO,1,2025-07-28,2025-01-01,CL0554,1,RR00248,left_only
P101359,CT,HMO,1,2025-07-18,2025-01-01,CL0528,2,RR00017,left_only
P101362,FL,HMO,5,2026-04-22,2025-01-01,CL0808,4,RR00293,left_only
P101362,FL,HMO,5,2026-04-22,2025-01-01,CL0576,3,RR00299,left_only
P101367,IL,EPO,1,2026-01-28,2025-01-01,CL0531,3,RR00354,left_only
P101368,CT,HMO,5,2026-09-05,2025-01-01,CL0043,5,RR00014,left_only
P101373,FL,POS,2,2026-06-24,2025-01-01,CL0762,3,RR00309,left_only
P101377,PA,POS,1,2025-10-11,2025-01-01,CL0152,5,RR00190,left_only
P101378,CA,POS,2,2026-12-05,2025-01-01,CL0429,2,RR00231,left_only
P101380,FL,POS,3,2026-06-28,2025-01-01,CL0929,4,RR00314,left_only
P101381,FL,PPO,4,2026-10-11,2025-01-01,CL0912,3,RR00288,left_only
P101383,IL,PPO,3,2025-09-07,2025-01-01,CL0553,3,RR00329,left_only
P101388,MA,HMO,5,2026-06-06,2025-01-01,CL0092,3,RR00142,left_only
P101396,IL,EPO,5,2025-06-18,2025-01-01,CL0658,3,RR00351,left_only
P101396,IL,EPO,5,2025-06-18,2025-01-01,CL0531,3,RR00354,left_only
P101397,CT,EPO,2,2025-11-12,2025-01-01,CL0635,1,RR00032,left_only
P101397,CT,EPO,2,2025-11-12,2025-01-01,CL0547,4,RR00033,left_only
P101399,NJ,PPO,3,2026-01-07,2025-01-01,CL0023,5,RR00084,left_only
P101399,NJ,PPO,3,2026-01-07,2025-01-01,CL0306,5,RR00089,left_only
P101401,CA,HMO,1,2025-06-05,2025-01-01,CL0283,1,RR00204,left_only
P101405,TX,HMO,3,2026-04-10,2025-01-01,CL0188,5,RR00245,left_only
P101406,CT,HMO,2,2025-08-08,2025-01-01,CL0618,5,RR00019,left_only
P101408,NJ,PPO,2,2025-04-27,2025-01-01,CL0689,1,RR00091,left_only
P101409,MA,HMO,1,2025-11-27,2025-01-01,CL0734,5,RR00135,left_only
P101412,OH,HMO,3,2025-05-12,2025-01-01,CL0382,3,RR00379,left_only
P101414,NY,POS,1,2025-11-04,2025-01-01,CL0802,5,RR00078,left_only
P101418,NJ,HMO,2,2025-12-06,2025-01-01,CL0069,5,RR00103,left_only
P101420,CA,PPO,5,2025-06-06,2025-01-01,CL0671,4,RR00198,left_only
P101420,CA,PPO,5,2025-06-06,2025-01-01,CL0036,5,RR00199,left_only
P101421,FL,POS,1,2025-05-31,2025-01-01,CL0355,5,RR00308,left_only
P101424,MA,POS,1,2026-06-17,2025-01-01,CL0725,4,RR00155,left_only
P101425,PA,PPO,1,2025-04-22,2025-01-01,CL0139,2,RR00167,left_only
P101425,PA,PPO,1,2025-04-22,2025-01-01,CL0348,3,RR00172,left_only
P101426,NY,EPO,3,2026-11-14,2025-01-01,CL0464,4,RR00068,left_only
P101428,FL,POS,1,2025-08-21,2025-01-01,CL0698,1,RR00313,left_only
P101429,NJ,HMO,3,2025-11-28,2025-01-01,CL0388,5,RR00093,left_only
P101429,NJ,HMO,3,2025-11-28,2025-01-01,CL0446,4,RR00100,left_only
P101435,IL,HMO,3,2025-10-05,2025-01-01,CL0701,3,RR00332,left_only
P101435,IL,HMO,3,2025-10-05,2025-01-01,CL0696,4,RR00339,left_only
P101436,FL,HMO,1,2025-11-16,2025-01-01,CL0913,1,RR00290,left_only
P101436,FL,HMO,1,2025-11-16,2025-01-01,CL0591,4,RR00298,left_only
P101446,CA,EPO,4,2025-02-01,2025-01-01,CL0295,2,RR00219,left_only
P101449,CT,POS,2,2026-07-20,2025-01-01,CL0187,5,RR00038,left_only
P101455,FL,PPO,1,2025-01-02,2025-01-01,CL0373,1,RR00280,left_only
P101460,CA,HMO,2,2026-08-06,2025-01-01,CL0407,4,RR00207,left_only
P101462,NJ,HMO,5,2025-10-12,2025-01-01,CL0397,4,RR00098,left_only
P101465,IL,HMO,1,2025-08-16,2025-01-01,CL0476,2,RR00337,left_only
P101468,OH,PPO,2,2026-05-11,2025-01-01,CL0924,5,RR00376,left_only
P101470,CA,EPO,5,2025-06-11,2025-01-01,CL0090,3,RR00218,left_only
P101473,OH,PPO,1,2026-01-13,2025-01-01,CL0907,1,RR00371,left_only
P101473,OH,PPO,1,2026-01-13,2025-01-01,CL0924,5,RR00376,left_only
P101473,OH,PPO,1,2026-01-13,2025-01-01,CL0726,5,RR00377,left_only
P101478,OH,PPO,5,2026-06-11,2025-01-01,CL0907,1,RR00371,left_only
P101479,PA,HMO,3,2026-12-22,2025-01-01,CL0371,2,RR00174,left_only
P101480,TX,EPO,3,2026-11-15,2025-01-01,CL0842,4,RR00256,left_only
P101481,NY,EPO,5,2026-06-16,2025-01-01,CL0729,4,RR00064,left_only
P101482,MA,EPO,3,2026-08-05,2025-01-01,CL0541,2,RR00146,left_only
P101486,CT,HMO,4,2026-05-05,2025-01-01,CL0881,2,RR00021,left_only
P101488,CT,EPO,5,2026-02-27,2025-01-01,CL0547,4,RR00033,left_only
P101494,NJ,HMO,1,2025-10-08,2025-01-01,CL0990,1,RR00101,left_only
P101502,MA,POS,5,2025-05-13,2025-01-01,CL0274,3,RR00152,left_only
P101502,MA,POS,5,2025-05-13,2025-01-01,CL0943,4,RR00153,left_only
P101503,MA,HMO,5,2025-12-05,2025-01-01,CL0483,4,RR00137,left_only
P101503,MA,HMO,5,2025-12-05,2025-01-01,CL0092,3,RR00142,left_only
P101506,CT,PPO,2,2025-10-09,2025-01-01,CL0674,5,RR00007,left_only
P101508,CT,EPO,2,2025-04-13,2025-01-01,CL0970,4,RR00024,left_only
P101509,OH,EPO,2,2026-09-24,2025-01-01,CL0563,1,RR00387,left_only
P101511,CT,HMO,5,2026-02-27,2025-01-01,CL0508,1,RR00018,left_only
P101513,OH,EPO,5,2026-07-11,2025-01-01,CL0692,1,RR00398,left_only
P101514,FL,HMO,1,2025-09-01,2025-01-01,CL0591,4,RR00298,left_only
P101517,MA,EPO,4,2026-01-28,2025-01-01,CL0661,1,RR00144,left_only
P101518,NJ,HMO,3,2026-06-11,2025-01-01,CL0388,5,RR00093,left_only
P101520,TX,HMO,5,2025-06-27,2025-01-01,CL0670,4,RR00242,left_only
P101520,TX,HMO,5,2025-06-27,2025-01-01,CL0333,1,RR00254,left_only
P101521,CT,HMO,2,2026-10-01,2025-01-01,CL0618,5,RR00019,left_only
P101521,CT,HMO,2,2026-10-01,2025-01-01,CL0881,2,RR00021,left_only
P101522,CA,POS,3,2026-09-21,2025-01-01,CL0602,1,RR00230,left_only
P101523,NJ,EPO,3,2025-03-13,2025-01-01,CL0441,5,RR00112,left_only
P101525,TX,POS,4,2026-09-15,2025-01-01,CL0096,5,RR00270,left_only
P101527,NY,HMO,5,2026-11-28,2025-01-01,CL0117,1,RR00057,left_only
P101529,MA,POS,4,2026-10-21,2025-01-01,CL0725,4,RR00155,left_only
P101529,MA,POS,4,2026-10-21,2025-01-01,CL0612,5,RR00158,left_only
P101529,MA,POS,4,2026-10-21,2025-01-01,CL0684,5,RR00159,left_only
P101532,IL,HMO,3,2026-06-02,2025-01-01,CL0696,4,RR00339,left_only
P101538,CA,HMO,3,2025-02-16,2025-01-01,CL0926,2,RR00210,left_only
P101542,PA,HMO,1,2026-12-12,2025-01-01,CL0966,5,RR00181,left_only
P101543,PA,HMO,4,2025-07-28,2025-01-01,CL0140,3,RR00178,left_only
P101547,IL,POS,5,2025-09-09,2025-01-01,CL0914,5,RR00360,left_only
P101547,IL,POS,5,2025-09-09,2025-01-01,CL0844,4,RR00363,left_only
P101551,OH,EPO,3,2025-02-21,2025-01-01,CL0050,2,RR00397,left_only
P101553,NY,POS,3,2026-06-10,2025-01-01,CL0802,5,RR00078,left_only
P101554,NJ,POS,1,2025-06-05,2025-01-01,CL0554,1,RR00123,left_only
P101555,CT,POS,5,2026-06-26,2025-01-01,CL0805,2,RR00044,left_only
P101558,NY,POS,2,2025-12-17,2025-01-01,CL0872,2,RR00077,left_only
P101560,IL,HMO,3,2025-06-12,2025-01-01,CL0701,3,RR00332,left_only
P101562,PA,PPO,2,2026-05-10,2025-01-01,CL0441,2,RR00164,left_only
P101564,NY,POS,5,2025-02-21,2025-01-01,CL0163,5,RR00081,left_only
P101567,NJ,EPO,2,2026-05-24,2025-01-01,CL0662,4,RR00105,left_only
P101568,PA,HMO,4,2025-10-19,2025-01-01,CL0922,5,RR00183,left_only
P101571,NJ,EPO,5,2026-02-28,2025-01-01,CL0926,1,RR00108,left_only
P101577,MA,HMO,4,2025-04-26,2025-01-01,CL0724,4,RR00136,left_only
P101577,MA,HMO,4,2025-04-26,2025-01-01,CL0483,4,RR00137,left_only
P101578,IL,EPO,4,2026-12-05,2025-01-01,CL0159,2,RR00348,left_only
P101578,IL,EPO,4,2026-12-05,2025-01-01,CL0107,4,RR00349,left_only
P101578,IL,EPO,4,2026-12-05,2025-01-01,CL0325,1,RR00350,left_only
P101579,CA,POS,3,2026-05-31,2025-01-01,CL0453,4,RR00223,left_only
P101582,CA,EPO,2,2025-01-30,2025-01-01,CL0090,3,RR00218,left_only
P101582,CA,EPO,2,2025-01-30,2025-01-01,CL0243,5,RR00220,left_only
P101584,PA,HMO,5,2025-11-22,2025-01-01,CL0922,5,RR00183,left_only
P101589,FL,POS,4,2025-04-17,2025-01-01,CL0929,4,RR00314,left_only
P101590,PA,HMO,5,2026-01-14,2025-01-01,CL0046,4,RR00175,left_only
P101598,FL,EPO,4,2025-08-31,2025-01-01,CL0291,4,RR00304,left_only
P101601,FL,HMO,2,2025-05-29,2025-01-01,CL0913,1,RR00290,left_only
P101601,FL,HMO,2,2025-05-29,2025-01-01,CL0576,3,RR00299,left_only
P101602,IL,EPO,1,2026-01-25,2025-01-01,CL0908,4,RR00345,left_only
P101604,IL,EPO,1,2026-03-02,2025-01-01,CL0283,2,RR00343,left_only
P101605,CA,EPO,4,2026-12-03,2025-01-01,CL0243,5,RR00220,left_only
P101608,CT,HMO,1,2025-08-04,2025-01-01,CL0528,2,RR00017,left_only
P101610,FL,HMO,1,2025-11-16,2025-01-01,CL0236,3,RR00295,left_only
P101612,CT,PPO,5,2026-02-19,2025-01-01,CL0890,3,RR00011,left_only
P101618,MA,PPO,5,2026-02-24,2025-01-01,CL0915,4,RR00126,left_only
P101621,TX,EPO,5,2026-03-18,2025-01-01,CL0898,5,RR00257,left_only
P101623,CA,PPO,1,2026-10-12,2025-01-01,CL0869,1,RR00200,left_only
P101625,OH,POS,3,2025-10-15,2025-01-01,CL0013,1,RR00404,left_only
P101627,NY,PPO,5,2026-02-16,2025-01-01,CL0641,4,RR00054,left_only
P101632,FL,POS,2,2026-04-09,2025-01-01,CL0372,1,RR00310,left_only
P101634,CA,POS,2,2026-12-11,2025-01-01,CL0464,2,RR00225,left_only
P101635,IL,HMO,3,2025-01-01,2025-01-01,CL0378,4,RR00334,left_only
P101636,CA,POS,5,2026-12-03,2025-01-01,CL0904,5,RR00236,left_only
P101637,IL,EPO,3,2026-01-16,2025-01-01,CL0164,1,RR00347,left_only
P101640,NY,EPO,2,2026-05-20,2025-01-01,CL0729,4,RR00064,left_only
P101641,FL,EPO,2,2026-04-21,2025-01-01,CL0993,2,RR00307,left_only
P101646,MA,POS,3,2025-07-10,2025-01-01,CL0786,3,RR00150,left_only
P101646,MA,POS,3,2025-07-10,2025-01-01,CL0684,5,RR00159,left_only
P101647,MA,EPO,5,2026-12-29,2025-01-01,CL0129,5,RR00145,left_only
P101648,CA,HMO,5,2025-03-15,2025-01-01,CL0489,2,RR00203,left_only
P101652,NJ,HMO,3,2026-02-24,2025-01-01,CL0388,5,RR00093,left_only
P101656,CA,POS,4,2025-11-09,2025-01-01,CL0995,1,RR00232,left_only
P101658,IL,HMO,3,2025-12-05,2025-01-01,CL0249,3,RR00342,left_only
P101660,OH,HMO,4,2025-06-22,2025-01-01,CL0663,4,RR00380,left_only
P101662,TX,PPO,3,2026-04-09,2025-01-01,CL0294,2,RR00241,left_only
P101664,FL,POS,1,2026-05-16,2025-01-01,CL0762,3,RR00309,left_only
P101665,TX,HMO,4,2026-07-16,2025-01-01,CL0546,5,RR00243,left_only
P101668,NJ,PPO,1,2026-08-16,2025-01-01,CL0306,5,RR00089,left_only
P101672,NJ,EPO,5,2025-08-21,2025-01-01,CL0926,1,RR00108,left_only
P101673,CA,PPO,5,2025-08-24,2025-01-01,CL0036,5,RR00199,left_only
P101673,CA,PPO,5,2025-08-24,2025-01-01,CL0869,1,RR00200,left_only
P101674,PA,HMO,4,2026-11-02,2025-01-01,CL0046,4,RR00175,left_only
P101675,FL,HMO,4,2025-11-10,2025-01-01,CL0158,2,RR00296,left_only
P101675,FL,HMO,4,2025-11-10,2025-01-01,CL0591,4,RR00298,left_only
P101680,NJ,PPO,2,2025-02-21,2025-01-01,CL0306,5,RR00089,left_only
P101687,FL,POS,1,2025-05-25,2025-01-01,CL0285,1,RR00311,left_only
P101688,MA,EPO,5,2026-11-21,2025-01-01,CL0983,2,RR00149,left_only
P101694,CT,EPO,3,2025-02-09,2025-01-01,CL0979,5,RR00026,left_only
P101704,MA,POS,3,2026-01-13,2025-01-01,CL0943,4,RR00153,left_only
P101704,MA,POS,3,2026-01-13,2025-01-01,CL0684,5,RR00159,left_only
P101709,NJ,HMO,1,2026-12-03,2025-01-01,CL0760,3,RR00095,left_only
P101715,PA,EPO,3,2026-06-16,2025-01-01,CL0211,5,RR00188,left_only
P101717,NJ,HMO,1,2025-01-29,2025-01-01,CL0760,3,RR00095,left_only
P101717,NJ,HMO,1,2025-01-29,2025-01-01,CL0040,2,RR00097,left_only
P101718,OH,PPO,1,2026-06-27,2025-01-01,CL0726,5,RR00377,left_only
P101722,OH,EPO,3,2026-05-06,2025-01-01,CL0435,5,RR00391,left_only
P101724,TX,HMO,2,2026-11-06,2025-01-01,CL0333,1,RR00254,left_only
P101727,CA,HMO,2,2026-10-24,2025-01-01,CL0407,4,RR00207,left_only
P101727,CA,HMO,2,2026-10-24,2025-01-01,CL0290,4,RR00211,left_only
P101728,IL,EPO,5,2025-11-26,2025-01-01,CL0714,1,RR00344,left_only
P101729,CA,EPO,4,2025-09-12,2025-01-01,CL0090,3,RR00218,left_only
P101732,IL,PPO,1,2026-09-02,2025-01-01,CL0296,3,RR00320,left_only
P101738,IL,HMO,2,2025-04-08,2025-01-01,CL0155,4,RR00338,left_only
P101740,NY,HMO,1,2026-10-19,2025-01-01,CL0170,5,RR00056,left_only
P101744,CT,PPO,2,2026-11-28,2025-01-01,CL0412,4,RR00005,left_only
P101744,CT,PPO,2,2026-11-28,2025-01-01,CL0890,3,RR00011,left_only
P101745,FL,HMO,5,2026-12-18,2025-01-01,CL0808,4,RR00293,left_only
P101746,FL,POS,4,2025-04-07,2025-01-01,CL0285,1,RR00311,left_only
P101750,NJ,EPO,2,2025-04-27,2025-01-01,CL0519,2,RR00111,left_only
P101750,NJ,EPO,2,2025-04-27,2025-01-01,CL0441,5,RR00112,left_only
P101752,OH,EPO,2,2026-12-17,2025-01-01,CL0473,5,RR00395,left_only
P101755,CT,POS,2,2026-04-21,2025-01-01,CL0805,2,RR00044,left_only
P101756,PA,POS,3,2025-11-19,2025-01-01,CL0510,1,RR00193,left_only
P101760,IL,POS,2,2026-11-24,2025-01-01,CL0064,1,RR00358,left_only
P101765,PA,PPO,1,2025-09-19,2025-01-01,CL0006,5,RR00170,left_only
P101765,PA,PPO,1,2025-09-19,2025-01-01,CL0348,3,RR00172,left_only
P101766,PA,POS,4,2026-06-07,2025-01-01,CL0152,5,RR00190,left_only
P101767,CT,HMO,2,2025-06-11,2025-01-01,CL0464,4,RR00012,left_only
P101768,CT,EPO,3,2026-05-02,2025-01-01,CL0979,5,RR00026,left_only
P101769,FL,HMO,2,2025-06-30,2025-01-01,CL0596,3,RR00292,left_only
P101772,MA,EPO,3,2025-01-21,2025-01-01,CL0541,2,RR00146,left_only
P101773,NY,POS,5,2025-10-02,2025-01-01,CL0982,5,RR00082,left_only
P101776,PA,PPO,2,2026-04-11,2025-01-01,CL0943,5,RR00166,left_only
P101784,PA,HMO,3,2026-08-21,2025-01-01,CL0371,2,RR00174,left_only
P101788,NJ,PPO,4,2026-05-02,2025-01-01,CL0023,5,RR00084,left_only
P101789,OH,PPO,5,2026-02-20,2025-01-01,CL0907,1,RR00371,left_only
P101790,MA,POS,4,2025-11-01,2025-01-01,CL0943,4,RR00153,left_only
P101790,MA,POS,4,2025-11-01,2025-01-01,CL0612,5,RR00158,left_only
P101794,NY,PPO,3,2026-12-14,2025-01-01,CL0647,1,RR00048,left_only
P101795,IL,PPO,3,2026-12-06,2025-01-01,CL0908,5,RR00325,left_only
P101796,NY,POS,5,2026-10-20,2025-01-01,CL0802,5,RR00078,left_only
P101797,IL,POS,4,2025-11-06,2025-01-01,CL0076,4,RR00361,left_only
P101797,IL,POS,4,2025-11-06,2025-01-01,CL0010,3,RR00367,left_only
P101798,TX,HMO,1,2025-05-07,2025-01-01,CL0156,5,RR00249,left_only
P101799,FL,POS,3,2025-06-24,2025-01-01,CL0285,1,RR00311,left_only
P101799,FL,POS,3,2025-06-24,2025-01-01,CL0390,4,RR00312,left_only
P101799,FL,POS,3,2025-06-24,2025-01-01,CL0698,1,RR00313,left_only
P101799,FL,POS,3,2025-06-24,2025-01-01,CL0929,4,RR00314,left_only
P101806,NY,POS,1,2025-06-20,2025-01-01,CL0331,4,RR00070,left_only
P101806,NY,POS,1,2025-06-20,2025-01-01,CL0937,4,RR00080,left_only
P101809,FL,HMO,1,2026-10-27,2025-01-01,CL0576,3,RR00299,left_only
P101811,PA,PPO,2,2025-05-25,2025-01-01,CL0441,2,RR00164,left_only
P101811,PA,PPO,2,2025-05-25,2025-01-01,CL0182,4,RR00168,left_only
P101813,TX,PPO,3,2025-06-04,2025-01-01,CL0106,1,RR00238,left_only
P101816,PA,HMO,1,2025-11-21,2025-01-01,CL0371,2,RR00174,left_only
P101819,CT,POS,3,2026-05-09,2025-01-01,CL0187,5,RR00038,left_only
P101820,TX,HMO,1,2026-06-30,2025-01-01,CL0546,5,RR00243,left_only
P101821,TX,EPO,4,2025-10-31,2025-01-01,CL0490,5,RR00260,left_only
P101822,OH,PPO,3,2026-04-12,2025-01-01,CL0396,1,RR00373,left_only
P101828,FL,HMO,4,2026-12-27,2025-01-01,CL0573,2,RR00300,left_only
P101829,FL,PPO,4,2025-12-30,2025-01-01,CL0673,2,RR00278,left_only
P101829,FL,PPO,4,2025-12-30,2025-01-01,CL0373,1,RR00280,left_only
P101832,IL,HMO,4,2026-06-09,2025-01-01,CL0828,4,RR00331,left_only
P101832,IL,HMO,4,2026-06-09,2025-01-01,CL0681,5,RR00336,left_only
P101832,IL,HMO,4,2026-06-09,2025-01-01,CL0476,2,RR00337,left_only
P101833,MA,POS,1,2025-10-03,2025-01-01,CL0612,5,RR00158,left_only
P101834,CT,POS,3,2026-08-27,2025-01-01,CL0707,4,RR00043,left_only
P101837,PA,HMO,5,2026-10-26,2025-01-01,CL0634,5,RR00179,left_only
P101838,PA,PPO,2,2025-04-18,2025-01-01,CL0348,3,RR00172,left_only
P101839,IL,PPO,1,2025-06-25,2025-01-01,CL0391,2,RR00318,left_only
P101841,NY,PPO,1,2025-10-13,2025-01-01,CL0891,3,RR00050,left_only
P101841,NY,PPO,1,2025-10-13,2025-01-01,CL0641,4,RR00054,left_only
P101842,NY,PPO,1,2025-11-25,2025-01-01,CL0891,3,RR00050,left_only
P101843,CA,EPO,1,2026-10-19,2025-01-01,CL0973,2,RR00214,left_only
P101844,IL,POS,4,2025-12-22,2025-01-01,CL0276,4,RR00357,left_only
P101844,IL,POS,4,2025-12-22,2025-01-01,CL0963,2,RR00359,left_only
P101845,CT,HMO,5,2025-01-14,2025-01-01,CL0631,1,RR00023,left_only
P101847,IL,POS,2,2025-03-12,2025-01-01,CL0844,4,RR00363,left_only
P101847,IL,POS,2,2025-03-12,2025-01-01,CL0975,1,RR00366,left_only
P101847,IL,POS,2,2025-03-12,2025-01-01,CL0034,4,RR00370,left_only
P101848,IL,POS,3,2025-07-14,2025-01-01,CL0214,2,RR00362,left_only
P101851,MA,EPO,4,2025-07-15,2025-01-01,CL0755,2,RR00147,left_only
P101854,MA,PPO,3,2026-02-28,2025-01-01,CL0539,3,RR00127,left_only
P101855,CA,EPO,2,2026-04-16,2025-01-01,CL0243,5,RR00220,left_only
P101857,CA,EPO,3,2025-08-04,2025-01-01,CL0306,1,RR00217,left_only
P101857,CA,EPO,3,2025-08-04,2025-01-01,CL0295,2,RR00219,left_only
P101859,NY,PPO,4,2025-09-17,2025-01-01,CL0223,4,RR00049,left_only
P101860,IL,EPO,5,2026-07-29,2025-01-01,CL0714,1,RR00344,left_only
P101860,IL,EPO,5,2026-07-29,2025-01-01,CL0159,2,RR00348,left_only
P101864,FL,HMO,4,2026-01-07,2025-01-01,CL0573,2,RR00300,left_only
P101866,TX,HMO,5,2026-01-14,2025-01-01,CL0554,1,RR00248,left_only
P101867,IL,HMO,5,2025-10-06,2025-01-01,CL0828,4,RR00331,left_only
P101868,PA,HMO,2,2025-10-29,2025-01-01,CL0416,4,RR00182,left_only
P101871,TX,HMO,5,2026-11-23,2025-01-01,CL0188,5,RR00245,left_only
P101871,TX,HMO,5,2026-11-23,2025-01-01,CL0442,3,RR00246,left_only
P101871,TX,HMO,5,2026-11-23,2025-01-01,CL0156,5,RR00249,left_only
P101879,CA,PPO,5,2025-04-22,2025-01-01,CL0036,5,RR00199,left_only
P101884,NY,POS,1,2025-04-22,2025-01-01,CL0023,2,RR00072,left_only
P101888,OH,PPO,5,2025-06-14,2025-01-01,CL0396,1,RR00373,left_only
P101891,CA,EPO,3,2025-08-26,2025-01-01,CL0272,2,RR00222,left_only
P101898,MA,HMO,5,2026-02-06,2025-01-01,CL0247,1,RR00141,left_only
P101899,TX,HMO,1,2026-11-10,2025-01-01,CL0670,4,RR00242,left_only
P101899,TX,HMO,1,2026-11-10,2025-01-01,CL0188,5,RR00245,left_only
P101900,CA,POS,5,2026-10-28,2025-01-01,CL0453,4,RR00223,left_only
P101904,TX,HMO,2,2026-06-14,2025-01-01,CL0156,5,RR00249,left_only
P101908,NJ,PPO,3,2026-02-20,2025-01-01,CL0155,4,RR00088,left_only
P101909,MA,HMO,3,2026-10-19,2025-01-01,CL0404,2,RR00132,left_only
P101909,MA,HMO,3,2026-10-19,2025-01-01,CL0092,3,RR00142,left_only
P101911,CA,POS,1,2025-12-01,2025-01-01,CL0995,1,RR00232,left_only
P101912,NJ,POS,2,2026-09-25,2025-01-01,CL0294,1,RR00117,left_only
P101916,MA,EPO,2,2025-03-25,2025-01-01,CL0755,2,RR00147,left_only
P101918,FL,HMO,5,2025-05-14,2025-01-01,CL0334,5,RR00294,left_only
P101919,OH,POS,1,2026-04-23,2025-01-01,CL0569,2,RR00402,left_only
P101919,OH,POS,1,2026-04-23,2025-01-01,CL0391,3,RR00405,left_only
P101922,NY,EPO,4,2026-01-27,2025-01-01,CL0755,5,RR00065,left_only
P101923,CT,PPO,4,2026-04-24,2025-01-01,CL0774,1,RR00009,left_only
P101924,MA,HMO,5,2026-10-02,2025-01-01,CL0724,4,RR00136,left_only
P101925,OH,EPO,2,2026-01-03,2025-01-01,CL0026,3,RR00390,left_only
P101927,TX,HMO,2,2025-10-15,2025-01-01,CL0670,4,RR00242,left_only
P101927,TX,HMO,2,2025-10-15,2025-01-01,CL0442,3,RR00246,left_only
P101931,FL,HMO,5,2026-08-17,2025-01-01,CL0913,1,RR00290,left_only
P101937,MA,POS,4,2025-11-14,2025-01-01,CL0225,4,RR00156,left_only
P101937,MA,POS,4,2025-11-14,2025-01-01,CL0612,5,RR00158,left_only
P101938,MA,POS,5,2026-01-11,2025-01-01,CL0660,2,RR00161,left_only
P101941,CA,EPO,3,2025-09-14,2025-01-01,CL0243,5,RR00220,left_only
P101945,TX,HMO,1,2025-05-21,2025-01-01,CL0670,4,RR00242,left_only
P101946,CA,PPO,4,2025-06-10,2025-01-01,CL0869,1,RR00200,left_only
P101947,CA,POS,3,2025-02-01,2025-01-01,CL0995,1,RR00232,left_only
P101950,IL,PPO,4,2026-12-29,2025-01-01,CL0115,3,RR00328,left_only
P101951,OH,PPO,5,2025-10-06,2025-01-01,CL0924,5,RR00376,left_only
P101953,OH,POS,3,2026-09-02,2025-01-01,CL0122,2,RR00401,left_only
P101954,FL,HMO,4,2026-06-26,2025-01-01,CL0576,3,RR00299,left_only
P101956,IL,POS,3,2025-05-28,2025-01-01,CL0593,2,RR00364,left_only
P101956,IL,POS,3,2025-05-28,2025-01-01,CL0010,3,RR00367,left_only
P101958,FL,PPO,1,2025-03-08,2025-01-01,CL0912,3,RR00288,left_only
P101959,FL,POS,5,2026-07-24,2025-01-01,CL0355,5,RR00308,left_only
P101959,FL,POS,5,2026-07-24,2025-01-01,CL0118,3,RR00316,left_only
P101963,MA,HMO,2,2025-05-08,2025-01-01,CL0724,4,RR00136,left_only
P101964,NY,HMO,2,2025-12-03,2025-01-01,CL0264,1,RR00059,left_only
P101969,OH,EPO,2,2026-11-15,2025-01-01,CL0332,4,RR00394,left_only
P101970,IL,PPO,2,2025-09-17,2025-01-01,CL0391,2,RR00318,left_only
