Policy_ID,State,Product,Policy_Version,Effective_Date,Employer_Size,Market_Segment,Status
P102443,PA,POS,4,2025-02-07,Small,Medicare,Active
P102444,OH,POS,3,2026-12-03,Small,Medicaid,Active
P102445,TX,PPO,1,2026-08-14,Large,Medicaid,Active
P102446,MA,HMO,4,2025-12-11,Small,Commercial,Active
P102447,MA,HMO,3,2025-12-04,Small,Commercial,Active
P102448,FL,PPO,4,2026-12-03,Large,Medicaid,Active
P102449,FL,EPO,3,2025-07-03,Small,Medicare,Active
P102450,NY,POS,3,2025-03-08,Large,Commercial,Active
P102451,NY,HMO,4,2025-01-17,Small,Commercial,Active
P102452,NJ,PPO,2,2026-01-18,Large,Commercial,Expired
P102453,NJ,POS,4,2026-01-03,Small,Medicaid,Active
P102454,CT,EPO,4,2025-11-12,Large,Commercial,Active
P102455,NJ,EPO,3,2026-05-12,Small,Commercial,Active
P102456,CA,POS,1,2026-12-22,Small,Commercial,Active
P102457,FL,EPO,3,2025-12-11,Small,Medicaid,Active
P102458,OH,HMO,5,2026-07-07,Large,Medicare,Active
P102459,CA,HMO,4,2026-04-18,Small,Commercial,Active
P102460,PA,HMO,4,2025-04-25,Small,Commercial,Active
P102461,MA,EPO,2,2025-04-10,Small,Medicaid,Active
P102462,NJ,HMO,3,2026-03-14,Small,Medicare,Expired
P102463,MA,PPO,2,2025-12-11,Large,Commercial,Active
P102464,TX,HMO,4,2025-12-15,Large,Medicare,Active
P102465,CT,HMO,3,2025-05-19,Small,Commercial,Active
P102466,TX,EPO,3,2025-11-20,Small,Medicare,Expired
P102467,CT,HMO,5,2025-10-29,Large,Commercial,Active
P102468,NY,POS,5,2025-10-21,Large,Commercial,Expired
P102469,MA,PPO,1,2026-06-13,Large,Medicare,Active
P102470,CT,EPO,5,2025-10-19,Small,Commercial,Active
P102471,IL,PPO,3,2025-03-15,Small,Commercial,Active
P102472,CA,POS,5,2026-04-29,Small,Commercial,Active
P102473,CT,EPO,1,2025-01-16,Small,Commercial,Active
P102474,CT,EPO,4,2026-06-10,Large,Medicare,Active
P102475,CA,HMO,5,2025-12-02,Small,Commercial,Active
P102476,MA,PPO,3,2026-05-31,Small,Commercial,Active
P102477,MA,POS,4,2025-05-07,Large,Commercial,Active
P102478,CA,POS,3,2026-06-02,Small,Commercial,Active
P102479,TX,EPO,4,2025-05-09,Large,Commercial,Active
P102480,IL,HMO,3,2026-05-26,Small,Medicare,Active
P102481,OH,EPO,5,2026-02-27,Small,Commercial,Expired
P102482,PA,EPO,5,2026-01-20,Small,Medicare,Active
P102483,IL,EPO,1,2025-08-20,Small,Commercial,Active
P102484,MA,EPO,4,2025-07-14,Small,Commercial,Active
P102485,OH,POS,1,2025-03-06,Small,Commercial,Active
P102486,NY,POS,2,2026-09-07,Small,Commercial,Active
P102487,NJ,EPO,5,2025-10-04,Large,Medicare,Active
P102488,CT,EPO,4,2026-11-01,Small,Commercial,Active
P102489,CA,HMO,1,2025-08-12,Small,Commercial,Active
P102490,CA,EPO,1,2025-10-05,Small,Medicaid,Active
P102491,CT,POS,2,2026-11-25,Small,Commercial,Active
P102492,NJ,PPO,1,2026-01-01,Small,Commercial,Active
P102493,PA,POS,3,2026-05-31,Small,Medicaid,Active
P102494,NJ,HMO,5,2025-08-03,Small,Commercial,Active
P102495,OH,POS,1,2026-03-15,Small,Medicare,Active
P102496,NJ,PPO,1,2026-03-04,Small,Commercial,Active
P102497,OH,EPO,2,2026-12-30,Large,Commercial,Active
P102498,NJ,PPO,3,2026-01-31,Small,Commercial,Active
P102499,PA,EPO,1,2025-07-28,Small,Commercial,Active
P102500,PA,EPO,5,2026-05-16,Large,Commercial,Active
P102501,MA,POS,5,2026-04-08,Large,Commercial,Expired
P102502,CT,POS,1,2026-08-09,Large,Medicare,Active
P102503,PA,POS,3,2025-08-15,Small,Medicare,Active
P102504,OH,HMO,5,2026-01-10,Large,Commercial,Active
P102505,PA,POS,5,2026-05-15,Large,Commercial,Expired
P102506,MA,HMO,3,2025-04-03,Large,Commercial,Active
P102507,CA,POS,3,2026-04-05,Small,Medicare,Active
P102508,OH,EPO,1,2026-07-31,Small,Commercial,Expired
P102509,MA,HMO,4,2025-11-17,Large,Commercial,Active
P102510,TX,PPO,2,2025-01-10,Small,Commercial,Active
P102511,TX,HMO,4,2025-10-30,Small,Medicaid,Active
P102512,NY,HMO,4,2025-11-18,Small,Commercial,Active
P102513,NJ,PPO,5,2026-04-01,Small,Commercial,Active
P102514,CT,HMO,3,2025-10-05,Small,Commercial,Active
P102515,FL,EPO,5,2026-08-21,Small,Medicare,Active
P102516,IL,POS,2,2026-06-22,Large,Medicare,Expired
P102517,MA,PPO,1,2026-12-31,Small,Medicare,Active
P102518,CA,POS,2,2026-01-28,Small,Medicare,Active
P102519,IL,EPO,5,2025-04-05,Large,Commercial,Active
P102520,CA,PPO,5,2025-04-17,Small,Commercial,Active
P102521,IL,POS,5,2026-01-25,Small,Medicare,Active
P102522,MA,POS,5,2026-06-10,Small,Commercial,Active
P102523,FL,EPO,4,2026-11-04,Small,Commercial,Active
P102524,IL,POS,1,2025-03-12,Small,Medicare,Active
P102525,MA,EPO,4,2026-10-26,Large,Medicare,Expired
P102526,PA,HMO,5,2026-08-10,Large,Medicaid,Active
P102527,FL,EPO,3,2026-01-11,Large,Medicaid,Active
P102528,OH,HMO,4,2026-12-28,Small,Commercial,Active
P102529,CA,PPO,5,2026-01-03,Small,Medicaid,Expired
P102530,TX,POS,5,2025-02-20,Small,Commercial,Active
P102531,NJ,EPO,1,2025-05-23,Small,Medicare,Expired
P102532,TX,EPO,2,2026-02-23,Small,Commercial,Active
P102533,FL,POS,4,2026-07-02,Large,Commercial,Expired
P102534,OH,POS,4,2026-05-15,Small,Medicaid,Active
P102535,CA,PPO,4,2025-06-16,Small,Commercial,Active
P102536,OH,PPO,5,2025-09-17,Small,Commercial,Active
P102537,IL,EPO,1,2025-07-11,Small,Commercial,Active
P102538,CA,PPO,5,2025-07-21,Large,Commercial,Expired
P102539,IL,HMO,5,2025-07-04,Large,Commercial,Active
P102540,MA,PPO,3,2025-06-07,Small,Commercial,Active
P102541,FL,PPO,1,2026-09-14,Small,Commercial,Active
P102542,MA,EPO,4,2025-04-09,Large,Commercial,Active
P102543,NY,HMO,2,2025-08-29,Large,Medicare,Active
P102544,OH,PPO,4,2026-05-06,Large,Commercial,Active
P102545,IL,HMO,5,2025-07-21,Small,Commercial,Expired
P102546,PA,HMO,1,2026-09-26,Small,Medicaid,Expired
P102547,MA,HMO,1,2026-05-24,Small,Commercial,Active
P102548,NY,POS,1,2026-09-21,Small,Commercial,Active
P102549,CT,POS,3,2025-04-06,Large,Medicare,Active
P102550,TX,POS,4,2026-05-05,Small,Medicare,Active
P102551,CA,POS,3,2026-08-02,Small,Medicare,Active
P102552,NY,EPO,2,2025-08-06,Small,Medicaid,Active
P102553,FL,PPO,5,2026-06-11,Large,Commercial,Active
P102554,MA,POS,3,2025-09-30,Small,Medicaid,Active
P102555,FL,EPO,3,2025-08-07,Small,Medicaid,Active
P102556,TX,PPO,5,2026-10-21,Large,Medicare,Active
P102557,PA,POS,1,2025-11-28,Small,Commercial,Active
P102558,OH,PPO,5,2026-03-29,Small,Medicare,Active
P102559,OH,POS,4,2025-06-01,Small,Commercial,Active
P102560,FL,EPO,5,2025-12-13,Large,Medicare,Active
P102561,IL,HMO,1,2026-02-18,Large,Commercial,Active
P102562,PA,HMO,5,2026-06-11,Large,Medicare,Active
P102563,OH,PPO,3,2026-03-07,Large,Commercial,Active
P102564,PA,EPO,2,2026-01-14,Large,Commercial,Active
P102565,NY,HMO,3,2026-03-04,Large,Medicare,Active
P102566,PA,POS,2,2025-03-25,Small,Commercial,Active
P102567,NJ,HMO,5,2025-07-11,Large,Commercial,Active
P102568,TX,PPO,4,2025-02-10,Small,Commercial,Active
P102569,OH,PPO,5,2025-11-05,Large,Medicare,Active
P102570,PA,EPO,1,2026-01-13,Large,Commercial,Active
P102571,FL,PPO,5,2025-05-16,Small,Commercial,Active
P102572,CT,HMO,2,2025-04-16,Small,Commercial,Active
P102573,NJ,HMO,3,2026-06-03,Small,Medicare,Active
P102574,NJ,HMO,4,2026-06-26,Small,Commercial,Active
P102575,IL,HMO,5,2025-05-06,Small,Commercial,Active
P102576,PA,EPO,5,2025-12-23,Small,Commercial,Active
P102577,IL,POS,3,2026-02-04,Small,Commercial,Active
P102578,IL,POS,4,2025-03-20,Large,Medicaid,Active
P102579,CT,EPO,5,2026-01-24,Small,Medicare,Active
P102580,NY,PPO,5,2026-08-02,Small,Commercial,Active
P102581,PA,POS,2,2026-06-19,Small,Commercial,Active
P102582,MA,PPO,2,2026-12-02,Large,Commercial,Active
P102583,OH,POS,1,2025-03-15,Small,Medicare,Active
P102584,IL,PPO,3,2025-01-05,Small,Commercial,Active
P102585,TX,EPO,4,2026-04-08,Small,Medicare,Active
P102586,CA,HMO,5,2025-03-23,Small,Commercial,Active
P102587,TX,PPO,5,2026-06-21,Small,Commercial,Active
P102588,CT,HMO,1,2026-02-09,Small,Commercial,Active
P102589,CT,PPO,5,2026-05-29,Small,Medicare,Expired
P102590,FL,PPO,3,2025-10-05,Large,Medicaid,Active
P102591,NY,PPO,1,2025-08-12,Large,Commercial,Active
P102592,OH,PPO,3,2026-08-07,Small,Commercial,Active
P102593,IL,PPO,1,2025-03-09,Large,Commercial,Active
P102594,TX,HMO,5,2025-11-16,Small,Medicare,Active
P102595,CA,PPO,1,2026-08-29,Small,Commercial,Active
P102596,CT,HMO,2,2025-01-19,Small,Commercial,Active
P102597,CT,EPO,4,2026-10-02,Small,Commercial,Active
P102598,NY,POS,5,2025-12-09,Small,Medicare,Active
P102599,CA,PPO,4,2026-08-17,Large,Commercial,Active
P102600,CA,POS,5,2025-12-09,Large,Commercial,Active
P102601,NY,HMO,4,2025-04-07,Small,Commercial,Active
P102602,CT,EPO,2,2025-02-21,Small,Medicare,Active
P102603,OH,EPO,4,2025-06-24,Small,Commercial,Active
P102604,PA,EPO,1,2025-12-04,Small,Commercial,Active
P102605,PA,POS,4,2026-11-25,Small,Commercial,Expired
P102606,NY,HMO,5,2025-12-19,Large,Commercial,Active
P102607,CA,PPO,3,2026-01-26,Small,Commercial,Active
P102608,IL,PPO,4,2025-04-25,Large,Medicaid,Active
P102609,NY,HMO,4,2025-12-14,Small,Commercial,Active
P102610,OH,POS,4,2025-01-01,Large,Commercial,Active
P102611,NY,PPO,5,2025-03-04,Large,Commercial,Active
P102612,NJ,HMO,4,2025-08-14,Large,Commercial,Active
P102613,TX,PPO,5,2026-02-27,Large,Commercial,Active
P102614,CA,EPO,5,2025-01-19,Small,Medicaid,Active
P102615,FL,PPO,3,2025-01-31,Small,Commercial,Active
P102616,FL,POS,1,2026-09-25,Large,Medicaid,Expired
P102617,CA,HMO,5,2025-01-24,Small,Commercial,Active
P102618,OH,POS,2,2025-07-30,Large,Commercial,Active
P102619,NJ,HMO,4,2025-06-10,Small,Commercial,Active
P102620,NJ,EPO,2,2025-09-12,Small,Commercial,Active
P102621,CT,HMO,4,2026-07-25,Small,Commercial,Expired
P102622,TX,PPO,3,2025-04-24,Large,Commercial,Active
P102623,PA,PPO,5,2026-05-19,Large,Commercial,Active
P102624,MA,EPO,1,2026-11-03,Small,Commercial,Active
P102625,OH,HMO,5,2025-08-08,Small,Commercial,Active
P102626,MA,EPO,4,2025-12-23,Large,Commercial,Active
P102627,MA,PPO,1,2025-06-18,Large,Medicare,Expired
P102628,CA,POS,5,2026-06-08,Small,Commercial,Active
P102629,FL,EPO,1,2025-08-30,Large,Commercial,Active
P102630,FL,POS,4,2026-01-10,Small,Commercial,Active
P102631,PA,POS,3,2025-05-19,Small,Medicare,Expired
P102632,CA,HMO,3,2025-04-07,Small,Commercial,Active
P102633,MA,EPO,5,2025-05-27,Large,Medicare,Active
P102634,IL,POS,2,2025-07-01,Large,Commercial,Active
P102635,FL,POS,4,2025-02-26,Large,Commercial,Active
P102636,OH,HMO,5,2025-02-11,Large,Commercial,Active
P102637,OH,HMO,5,2026-12-12,Small,Medicaid,Active
P102638,CT,PPO,3,2026-06-27,Large,Medicaid,Expired
P102639,NY,POS,1,2026-11-23,Small,Medicaid,Active
P102640,IL,PPO,4,2025-01-02,Large,Commercial,Active
P102641,FL,POS,1,2025-10-15,Small,Medicare,Active
P102642,NJ,PPO,4,2025-05-18,Large,Commercial,Active
P102643,FL,HMO,2,2026-09-09,Large,Medicare,Active
P102644,CT,EPO,3,2026-05-27,Large,Commercial,Expired
P102645,OH,HMO,2,2026-12-31,Large,Medicare,Active
P102646,MA,PPO,5,2025-08-10,Small,Medicaid,Active
P102647,NJ,PPO,3,2025-11-27,Large,Commercial,Active
P102648,CA,EPO,5,2026-09-09,Small,Commercial,Expired
P102649,TX,POS,2,2026-02-08,Large,Commercial,Active
P102650,MA,PPO,4,2026-05-23,Large,Commercial,Active
P102651,TX,PPO,5,2025-05-07,Small,Commercial,Active
P102652,IL,PPO,1,2025-09-22,Large,Medicare,Active
P102653,NY,EPO,4,2026-12-13,Small,Commercial,Active
P102654,NJ,HMO,4,2025-01-15,Large,Commercial,Active
P102655,PA,PPO,2,2025-08-14,Large,Commercial,Active
P102656,NJ,EPO,2,2025-04-15,Small,Commercial,Expired
P102657,FL,PPO,3,2026-05-08,Small,Commercial,Active
P102658,OH,POS,3,2025-11-15,Small,Commercial,Active
P102659,FL,EPO,1,2025-08-07,Large,Commercial,Expired
P102660,FL,PPO,4,2025-10-04,Large,Commercial,Active
P102661,IL,EPO,1,2025-12-07,Small,Medicare,Active
P102662,MA,PPO,1,2026-03-28,Large,Commercial,Active
P102663,PA,HMO,2,2026-01-04,Small,Medicaid,Active
P102664,PA,PPO,1,2026-04-19,Small,Medicare,Active
P102665,FL,EPO,1,2025-07-09,Small,Commercial,Active
P102666,TX,POS,5,2026-02-23,Small,Commercial,Active
P102667,IL,POS,3,2026-12-11,Small,Commercial,Active
P102668,FL,POS,3,2026-05-10,Small,Medicare,Active
P102669,NY,PPO,4,2025-02-08,Small,Commercial,Active
P102670,OH,HMO,3,2025-06-11,Large,Medicare,Active
P102671,MA,PPO,4,2025-05-01,Small,Commercial,Active
P102672,CA,POS,5,2026-02-03,Small,Commercial,Active
P102673,NY,EPO,3,2025-09-19,Small,Commercial,Active
P102674,TX,POS,5,2026-12-29,Small,Commercial,Active
P102675,NJ,EPO,3,2026-07-15,Small,Commercial,Active
P102676,NJ,HMO,3,2026-08-27,Small,Commercial,Expired
P102677,NY,EPO,5,2025-05-09,Large,Medicare,Active
P102678,FL,PPO,1,2026-06-24,Large,Medicare,Active
P102679,CA,PPO,1,2025-12-22,Small,Commercial,Expired
P102680,CT,PPO,1,2026-10-22,Small,Commercial,Expired
P102681,CT,EPO,1,2026-03-08,Small,Commercial,Active
P102682,TX,PPO,3,2025-03-06,Small,Medicare,Active
P102683,FL,PPO,2,2025-08-06,Large,Commercial,Expired
P102684,PA,PPO,5,2026-07-17,Large,Commercial,Active
P102685,PA,HMO,2,2026-03-03,Large,Commercial,Active
P102686,MA,EPO,2,2025-03-15,Small,Commercial,Active
P102687,CA,EPO,4,2026-04-05,Large,Medicaid,Active
P102688,CA,POS,1,2026-03-01,Small,Medicare,Active
P102689,NJ,EPO,3,2026-12-12,Small,Commercial,Active
P102690,IL,HMO,1,2025-07-11,Small,Medicare,Active
P102691,TX,EPO,1,2025-07-08,Large,Medicaid,Active
P102692,CT,HMO,2,2025-01-12,Large,Commercial,Active
P102693,TX,HMO,4,2025-08-27,Small,Medicare,Expired
P102694,PA,EPO,1,2026-08-16,Small,Commercial,Active
P102695,PA,POS,5,2026-03-29,Large,Commercial,Active
P102696,NY,PPO,5,2026-01-18,Large,Commercial,Active
P102697,MA,PPO,1,2025-02-17,Small,Medicaid,Active
P102698,CA,EPO,2,2025-11-13,Large,Commercial,Active
P102699,OH,EPO,2,2025-07-28,Small,Medicare,Active
P102700,TX,HMO,3,2026-07-01,Large,Commercial,Active
P102701,PA,EPO,4,2025-04-29,Small,Commercial,Active
P102702,IL,HMO,2,2026-07-31,Small,Medicaid,Expired
P102703,NJ,POS,3,2025-11-11,Large,Medicare,Active
P102704,CT,EPO,5,2025-02-05,Large,Commercial,Active
P102705,MA,PPO,5,2026-04-08,Small,Commercial,Active
P102706,IL,PPO,5,2026-07-08,Small,Commercial,Active
P102707,MA,EPO,1,2026-08-04,Small,Commercial,Active
P102708,NY,HMO,4,2026-02-07,Small,Medicare,Active
P102709,OH,PPO,3,2025-04-17,Large,Commercial,Active
P102710,PA,HMO,4,2025-02-08,Small,Commercial,Expired
P102711,NJ,EPO,1,2026-08-04,Large,Commercial,Active
P102712,IL,EPO,3,2025-06-29,Small,Commercial,Active
P102713,MA,PPO,3,2025-01-12,Large,Commercial,Expired
P102714,CA,EPO,2,2025-12-05,Small,Commercial,Active
P102715,NY,POS,4,2026-12-17,Small,Medicaid,Active
P102716,CA,POS,4,2026-07-02,Small,Medicare,Active
P102717,NJ,PPO,2,2025-05-06,Large,Commercial,Active
P102718,IL,POS,5,2025-03-04,Small,Commercial,Active
P102719,NY,HMO,1,2025-03-23,Small,Commercial,Active
P102720,IL,PPO,4,2025-10-26,Large,Medicare,Active
P102721,PA,PPO,2,2025-02-03,Large,Commercial,Active
P102722,FL,HMO,3,2026-09-01,Large,Commercial,Active
P102723,NY,POS,2,2025-02-18,Small,Medicaid,Expired
P102724,CA,POS,5,2026-10-20,Small,Commercial,Active
P102725,NJ,POS,1,2026-09-29,Large,Commercial,Active
P102726,OH,PPO,5,2026-12-02,Small,Commercial,Active
P102727,PA,PPO,3,2025-02-26,Small,Commercial,Active
P102728,FL,POS,3,2025-04-19,Small,Commercial,Active
P102729,OH,EPO,3,2026-06-01,Large,Medicaid,Active
P102730,CT,POS,3,2025-01-24,Small,Commercial,Active
P102731,PA,HMO,2,2025-08-09,Large,Commercial,Active
P102732,NJ,PPO,3,2025-11-11,Small,Commercial,Expired
P102733,MA,HMO,3,2025-10-21,Large,Medicare,Active
P102734,NY,HMO,2,2025-01-10,Large,Medicare,Active
P102735,IL,PPO,3,2026-11-08,Small,Commercial,Active
P102736,NJ,EPO,5,2026-04-26,Small,Commercial,Active
P102737,NY,POS,5,2026-12-28,Large,Commercial,Active
P102738,OH,HMO,4,2026-09-30,Small,Commercial,Active
P102739,IL,PPO,5,2025-09-24,Large,Commercial,Active
P102740,TX,HMO,1,2025-03-29,Large,Commercial,Active
P102741,CA,POS,1,2026-03-31,Small,Medicaid,Expired
P102742,CT,EPO,1,2026-09-18,Small,Commercial,Active
P102743,PA,EPO,2,2026-06-17,Small,Commercial,Expired
P102744,NJ,EPO,5,2025-05-28,Large,Commercial,Active
P102745,CT,PPO,1,2026-12-30,Small,Commercial,Active
P102746,MA,PPO,4,2026-03-07,Large,Commercial,Active
P102747,NY,EPO,2,2025-08-30,Large,Commercial,Active
P102748,NY,POS,4,2026-12-03,Small,Commercial,Active
P102749,NJ,POS,5,2025-03-07,Small,Medicare,Active
P102750,FL,PPO,3,2026-01-13,Small,Medicare,Active
P102751,FL,EPO,4,2026-01-23,Large,Commercial,Active
P102752,TX,POS,3,2025-07-28,Small,Commercial,Active
P102753,CA,POS,2,2026-02-19,Small,Commercial,Active
P102754,IL,POS,4,2025-01-16,Large,Commercial,Active
P102755,MA,PPO,4,2025-10-24,Small,Commercial,Active
P102756,CT,EPO,2,2025-08-08,Small,Medicare,Active
P102757,FL,HMO,2,2026-01-02,Small,Commercial,Active
P102758,TX,EPO,1,2025-08-17,Large,Medicaid,Active
P102759,TX,EPO,5,2026-09-23,Small,Commercial,Active
P102760,NJ,PPO,4,2026-03-16,Small,Medicare,Active
P102761,MA,POS,4,2026-11-21,Large,Commercial,Active
P102762,OH,POS,2,2026-06-16,Small,Medicare,Active
P102763,IL,PPO,2,2026-03-26,Large,Commercial,Expired
P102764,CA,PPO,5,2025-02-05,Small,Medicare,Active
P102765,PA,PPO,2,2026-02-26,Small,Commercial,Active
P102766,NJ,PPO,3,2026-09-12,Small,Commercial,Active
P102767,IL,PPO,3,2025-07-08,Small,Commercial,Active
P102768,PA,HMO,3,2025-06-27,Small,Commercial,Active
P102769,PA,EPO,3,2026-08-31,Small,Commercial,Active
P102770,MA,EPO,5,2025-11-11,Small,Commercial,Active
P102771,MA,EPO,4,2025-01-20,Small,Commercial,Active
P102772,CT,POS,3,2026-11-07,Small,Commercial,Active
P102773,TX,HMO,2,2026-01-17,Small,Commercial,Active
P102774,IL,EPO,3,2026-09-01,Small,Medicare,Active
P102775,NJ,POS,5,2025-05-23,Large,Medicare,Active
P102776,NY,HMO,2,2025-03-03,Small,Commercial,Active
P102777,NJ,HMO,3,2025-08-30,Small,Commercial,Active
P102778,CT,POS,4,2025-08-26,Large,Medicare,Expired
P102779,CA,HMO,2,2025-05-11,Small,Medicare,Active
P102780,TX,POS,2,2026-08-28,Small,Commercial,Active
P102781,NY,EPO,4,2026-08-26,Small,Medicare,Active
P102782,FL,POS,2,2026-10-07,Large,Commercial,Active
P102783,CA,HMO,3,2025-05-03,Small,Medicare,Active
P102784,MA,EPO,2,2026-03-16,Large,Commercial,Active
P102785,PA,EPO,3,2025-12-08,Large,Commercial,Active
P102786,FL,PPO,4,2026-02-23,Small,Commercial,Active
P102787,NJ,PPO,1,2026-09-22,Large,Commercial,Active
P102788,NJ,HMO,4,2026-03-31,Small,Commercial,Active
P102789,MA,POS,3,2025-07-17,Small,Medicare,Active
P102790,CT,POS,5,2025-10-09,Small,Commercial,Active
P102791,IL,HMO,4,2025-01-01,Large,Commercial,Active
P102792,FL,EPO,5,2026-12-24,Small,Commercial,Active
P102793,FL,HMO,5,2025-11-28,Small,Commercial,Active
P102794,OH,HMO,3,2025-07-31,Large,Medicare,Active
P102795,CA,EPO,3,2025-03-28,Large,Medicare,Active
P102796,TX,POS,1,2026-10-27,Large,Commercial,Active
P102797,CA,HMO,2,2026-11-30,Small,Commercial,Active
P102798,IL,POS,4,2025-03-02,Small,Commercial,Active
P102799,NJ,HMO,3,2025-04-05,Small,Medicaid,Expired
P102800,NJ,EPO,4,2026-07-07,Large,Commercial,Active
P102801,NJ,EPO,5,2025-05-27,Small,Commercial,Expired
P102802,OH,PPO,2,2025-09-03,Large,Commercial,Active
P102803,NJ,EPO,1,2026-10-06,Small,Medicare,Active
P102804,IL,PPO,4,2025-10-24,Large,Commercial,Active
P102805,MA,HMO,2,2025-05-03,Large,Commercial,Expired
P102806,TX,POS,1,2026-10-17,Large,Commercial,Active
P102807,IL,EPO,4,2026-11-25,Small,Commercial,Expired
P102808,TX,EPO,2,2026-12-05,Small,Commercial,Active
P102809,IL,EPO,3,2026-04-01,Small,Commercial,Active
P102810,NJ,HMO,4,2026-02-03,Small,Commercial,Expired
P102811,MA,PPO,2,2026-12-20,Small,Medicare,Expired
P102812,FL,HMO,1,2025-08-19,Large,Commercial,Active
P102813,CA,POS,2,2026-06-18,Small,Commercial,Expired
P102814,PA,HMO,3,2026-02-06,Large,Medicare,Active
P102815,MA,POS,4,2026-08-15,Small,Medicare,Expired
P102816,FL,EPO,4,2025-05-10,Small,Medicare,Expired
P102817,CT,POS,4,2025-10-19,Small,Medicare,Expired
P102818,IL,POS,3,2025-10-03,Large,Commercial,Expired
P102819,CT,PPO,1,2026-01-11,Small,Commercial,Active
P102820,FL,POS,4,2025-02-24,Large,Commercial,Active
P102821,MA,POS,1,2026-08-01,Small,Medicaid,Active
P102822,IL,HMO,2,2025-01-26,Large,Commercial,Active
P102823,PA,EPO,1,2026-03-17,Small,Commercial,Active
P102824,NJ,HMO,1,2025-07-16,Small,Commercial,Active
P102825,IL,HMO,4,2026-10-04,Large,Medicare,Active
P102826,IL,EPO,5,2025-08-31,Large,Medicare,Active
P102827,MA,EPO,5,2026-12-25,Small,Medicaid,Active
P102828,MA,POS,3,2025-07-09,Large,Commercial,Active
P102829,FL,POS,3,2026-07-22,Small,Commercial,Active
P102830,NY,PPO,5,2026-07-21,Large,Commercial,Active
P102831,IL,HMO,2,2025-10-03,Small,Commercial,Active
P102832,CA,EPO,4,2026-02-13,Small,Commercial,Active
P102833,IL,POS,4,2025-12-06,Small,Commercial,Active
P102834,FL,EPO,2,2025-06-02,Large,Commercial,Active
P102835,TX,POS,2,2026-07-19,Large,Medicaid,Active
P102836,CT,PPO,5,2026-02-02,Small,Commercial,Active
P102837,NJ,PPO,3,2026-03-20,Large,Medicaid,Active
P102838,NY,EPO,2,2026-09-15,Small,Commercial,Active
P102839,PA,PPO,3,2026-03-03,Large,Commercial,Active
P102840,PA,EPO,1,2026-05-02,Small,Commercial,Active
P102841,PA,POS,4,2025-07-23,Small,Commercial,Active
P102842,MA,HMO,5,2025-04-22,Small,Commercial,Active
P102843,PA,PPO,4,2025-11-21,Small,Commercial,Active
P102844,NJ,POS,5,2025-09-15,Small,Medicare,Active
P102845,CT,HMO,1,2026-06-12,Large,Medicare,Active
P102846,PA,HMO,4,2025-12-16,Small,Commercial,Active
P102847,IL,HMO,1,2026-11-09,Large,Medicare,Active
P102848,IL,POS,5,2026-03-11,Large,Commercial,Active
P102849,MA,POS,2,2026-03-02,Small,Medicaid,Active
P102850,NJ,EPO,4,2025-10-07,Small,Commercial,Active
P102851,CT,HMO,1,2026-01-06,Large,Medicaid,Active
P102852,NY,HMO,4,2026-11-01,Large,Medicare,Active
P102853,FL,HMO,4,2025-09-06,Large,Medicare,Active
P102854,CT,EPO,4,2025-06-30,Large,Commercial,Active
P102855,FL,HMO,3,2026-12-04,Small,Commercial,Active
P102856,TX,POS,1,2026-10-13,Large,Commercial,Expired
P102857,FL,HMO,1,2025-03-19,Small,Commercial,Active
P102858,CA,PPO,4,2025-12-02,Small,Commercial,Expired
P102859,IL,POS,2,2025-02-19,Large,Medicaid,Expired
P102860,NJ,EPO,4,2025-03-26,Large,Commercial,Active
P102861,OH,HMO,3,2026-11-26,Large,Commercial,Active
P102862,MA,PPO,5,2026-11-26,Small,Commercial,Active
P102863,CA,EPO,3,2025-01-04,Large,Commercial,Expired
P102864,FL,EPO,2,2025-11-13,Large,Commercial,Active
P102865,PA,POS,4,2025-04-21,Large,Commercial,Expired
P102866,NJ,EPO,1,2025-11-30,Small,Commercial,Active
P102867,CA,EPO,4,2025-05-13,Large,Medicare,Expired
P102868,MA,EPO,2,2026-09-04,Small,Commercial,Active
P102869,IL,EPO,1,2026-11-15,Large,Medicare,Expired
P102870,NJ,HMO,3,2025-04-29,Large,Medicaid,Active
P102871,MA,HMO,5,2025-12-16,Large,Commercial,Active
P102872,TX,HMO,5,2026-11-18,Small,Medicare,Active
P102873,TX,HMO,4,2026-06-26,Small,Commercial,Active
P102874,MA,PPO,3,2025-02-24,Small,Commercial,Active
P102875,CA,HMO,2,2025-12-27,Small,Commercial,Active
P102876,NJ,EPO,5,2026-12-09,Large,Commercial,Active
P102877,CA,HMO,3,2026-03-29,Small,Medicaid,Active
P102878,NY,HMO,4,2026-07-07,Small,Commercial,Active
P102879,FL,POS,1,2026-11-16,Large,Commercial,Active
P102880,NY,EPO,4,2025-11-26,Small,Commercial,Active
P102881,TX,HMO,4,2025-08-07,Large,Commercial,Active
P102882,IL,HMO,3,2025-07-27,Small,Medicaid,Active
P102883,CT,HMO,5,2026-11-01,Small,Commercial,Active
P102884,FL,PPO,3,2025-03-26,Large,Commercial,Expired
P102885,TX,HMO,1,2026-11-16,Small,Commercial,Active
P102886,CA,POS,3,2025-09-02,Small,Commercial,Active
P102887,CA,EPO,2,2026-11-16,Small,Commercial,Active
P102888,CA,EPO,4,2025-12-01,Small,Commercial,Active
P102889,IL,HMO,5,2025-07-31,Large,Commercial,Active
P102890,NY,HMO,1,2026-08-19,Large,Medicare,Active
