Load_ID,Policy_ID,State,Product,Clause_ID,Policy_Version,Loaded_Version,Load_Date,Loaded_By
L029319,P102894,FL,PPO,CL0273,3,4,2025-01-04,UserC
L029320,P102895,NJ,POS,CL0294,4,1,2025-11-30,UserC
L029321,P102895,NJ,POS,CL0513,4,3,2025-01-21,UserC
L029322,P102895,NJ,POS,CL0104,4,5,2025-07-27,System
L029323,P102895,NJ,POS,CL0023,4,5,2025-05-17,UserA
L029324,P102895,NJ,POS,CL0453,4,3,2025-11-18,UserC
L029325,P102895,NJ,POS,CL0469,4,3,2025-12-29,System
L029326,P102895,NJ,POS,CL0554,4,1,2025-08-04,UserB
L029327,P102895,NJ,POS,CL0002,4,4,2025-04-27,UserB
L029328,P102896,OH,PPO,CL0907,1,1,2025-06-28,System
L029329,P102896,OH,PPO,CL0603,1,4,2025-09-03,UserB
L029330,P102896,OH,PPO,CL0396,1,1,2025-05-08,UserC
L029331,P102896,OH,PPO,CL0905,1,1,2025-12-24,System
L029332,P102896,OH,PPO,CL0282,1,2,2025-03-19,System
L029333,P102896,OH,PPO,CL0924,1,5,2025-08-17,UserB
L029334,P102896,OH,PPO,CL0726,1,5,2025-10-20,UserA
L029335,P102897,CT,POS,CL0034,5,5,2025-09-19,UserB
L029336,P102897,CT,POS,CL0080,5,4,2025-03-23,UserC
L029337,P102897,CT,POS,CL0095,5,1,2025-12-08,UserA
L029338,P102897,CT,POS,CL0187,5,5,2025-12-04,UserA
L029339,P102897,CT,POS,CL0458,5,2,2025-11-03,UserC
L029340,P102897,CT,POS,CL0624,5,4,2025-03-07,UserA
L029341,P102897,CT,POS,CL0848,5,5,2025-04-06,System
L029342,P102897,CT,POS,CL0085,5,4,2025-05-25,UserA
L029343,P102897,CT,POS,CL0707,5,4,2025-03-06,UserA
L029344,P102897,CT,POS,CL0805,5,2,2025-01-09,UserB
L029345,P102897,CT,POS,CL0657,5,3,2025-12-23,System
L029346,P102898,IL,PPO,CL0069,4,3,2025-07-05,UserC
L029347,P102898,IL,PPO,CL0391,4,2,2025-06-07,System
L029348,P102898,IL,PPO,CL0649,4,3,2025-01-31,UserA
L029349,P102898,IL,PPO,CL0296,4,3,2025-05-31,UserB
L029350,P102898,IL,PPO,CL0068,4,1,2025-11-15,UserC
L029351,P102898,IL,PPO,CL0270,4,2,2025-08-30,UserC
L029352,P102898,IL,PPO,CL0340,4,1,2025-06-05,UserA
L029353,P102898,IL,PPO,CL0078,4,2,2025-02-28,System
L029354,P102898,IL,PPO,CL0908,4,5,2025-01-10,UserB
L029355,P102898,IL,PPO,CL0384,4,3,2025-12-11,System
L029356,P102898,IL,PPO,CL0393,4,2,2025-05-04,System
L029357,P102898,IL,PPO,CL0115,4,3,2025-12-22,UserC
L029358,P102898,IL,PPO,CL0553,4,3,2025-12-12,System
L029359,P102898,IL,PPO,CL0666,4,4,2025-10-09,System
L029360,P102899,CT,EPO,CL0970,1,4,2025-08-25,UserC
L029361,P102899,CT,EPO,CL0928,1,1,2025-11-29,UserC
L029362,P102899,CT,EPO,CL0979,1,5,2025-01-17,System
L029363,P102899,CT,EPO,CL0426,1,4,2025-11-20,UserC
L029364,P102899,CT,EPO,CL0201,1,3,2025-01-23,UserB
L029365,P102899,CT,EPO,CL0803,1,5,2025-01-09,UserB
L029366,P102899,CT,EPO,CL0874,1,4,2025-07-26,System
L029367,P102899,CT,EPO,CL0859,1,3,2025-02-14,UserA
L029369,P102899,CT,EPO,CL0547,1,4,2025-01-27,UserA
L029370,P102899,CT,EPO,CL0377,1,3,2025-07-07,UserC
L029371,P102900,NJ,PPO,CL0327,4,3,2025-05-20,UserC
L029372,P102900,NJ,PPO,CL0023,4,5,2025-01-09,System
L029373,P102900,NJ,PPO,CL0672,4,4,2025-08-22,UserB
L029374,P102900,NJ,PPO,CL0618,4,3,2025-04-02,UserA
L029375,P102900,NJ,PPO,CL0045,4,4,2025-03-18,UserB
L029376,P102900,NJ,PPO,CL0155,4,4,2025-12-06,UserB
L029377,P102900,NJ,PPO,CL0306,4,5,2025-09-01,UserA
L029378,P102900,NJ,PPO,CL0806,4,3,2025-11-29,UserC
L029379,P102900,NJ,PPO,CL0689,4,1,2025-06-04,UserA
L029380,P102900,NJ,PPO,CL0593,4,2,2025-08-06,UserB
L029381,P102901,FL,POS,CL0355,2,5,2025-10-12,UserA
L029382,P102901,FL,POS,CL0762,2,3,2025-05-30,System
L029383,P102901,FL,POS,CL0372,2,1,2025-11-25,UserC
L029384,P102901,FL,POS,CL0285,2,1,2025-03-29,UserC
L029385,P102901,FL,POS,CL0390,2,4,2025-04-16,UserA
L029386,P102901,FL,POS,CL0698,2,1,2025-10-21,UserC
L029387,P102901,FL,POS,CL0929,2,4,2025-04-05,UserC
L029388,P102901,FL,POS,CL0319,2,2,2025-09-10,UserB
L029389,P102901,FL,POS,CL0118,2,3,2025-02-08,UserB
L029390,P102902,NJ,HMO,CL0388,3,5,2025-09-12,UserC
L029391,P102902,NJ,HMO,CL0304,3,4,2025-02-23,UserC
L029392,P102902,NJ,HMO,CL0760,3,3,2025-08-31,UserB
L029393,P102902,NJ,HMO,CL0050,3,4,2025-04-20,UserC
L029394,P102902,NJ,HMO,CL0040,3,2,2025-09-11,UserC
L029395,P102902,NJ,HMO,CL0397,3,4,2025-04-22,UserB
L029396,P102902,NJ,HMO,CL0087,3,5,2025-06-23,UserB
L029397,P102902,NJ,HMO,CL0446,3,4,2025-07-08,UserB
L029398,P102902,NJ,HMO,CL0990,3,1,2025-08-09,System
L029399,P102902,NJ,HMO,CL0274,3,4,2025-09-06,UserB
L029400,P102902,NJ,HMO,CL0069,3,5,2025-02-21,UserC
L029401,P102903,MA,POS,CL0786,5,3,2025-06-11,UserB
L029402,P102903,MA,POS,CL0457,5,1,2025-02-04,System
L029403,P102903,MA,POS,CL0274,5,3,2025-02-06,UserB
L029404,P102903,MA,POS,CL0943,5,4,2025-11-30,UserB
L029405,P102903,MA,POS,CL0310,5,3,2025-11-13,System
L029406,P102903,MA,POS,CL0725,5,4,2025-04-21,UserA
L029407,P102903,MA,POS,CL0225,5,4,2025-06-26,UserA
L029408,P102903,MA,POS,CL0209,5,3,2025-01-09,UserB
L029409,P102903,MA,POS,CL0612,5,5,2025-10-02,UserA
L029410,P102903,MA,POS,CL0684,5,5,2025-05-01,UserA
L029411,P102903,MA,POS,CL0475,5,5,2025-04-15,UserC
L029412,P102903,MA,POS,CL0660,5,2,2025-06-05,UserC
L029413,P102904,FL,HMO,CL0913,1,1,2025-12-02,UserC
L029414,P102904,FL,HMO,CL0274,1,3,2025-01-26,System
L029415,P102904,FL,HMO,CL0596,1,3,2025-10-23,UserA
L029417,P102904,FL,HMO,CL0334,1,5,2025-12-21,System
L029418,P102904,FL,HMO,CL0236,1,3,2025-03-10,UserA
L029419,P102904,FL,HMO,CL0158,1,2,2025-11-23,UserB
L029420,P102904,FL,HMO,CL0302,1,4,2025-05-31,System
L029421,P102904,FL,HMO,CL0591,1,4,2025-12-11,UserC
L029423,P102904,FL,HMO,CL0573,1,2,2025-05-30,UserC
L029425,P102905,CT,EPO,CL0928,5,1,2025-09-02,UserB
L029426,P102905,CT,EPO,CL0979,5,5,2025-02-27,UserC
L029427,P102905,CT,EPO,CL0426,5,4,2025-06-05,UserC
L029428,P102905,CT,EPO,CL0201,5,3,2025-04-22,UserA
L029429,P102905,CT,EPO,CL0803,5,5,2025-05-03,UserA
L029430,P102905,CT,EPO,CL0874,5,4,2025-12-19,UserA
L029431,P102905,CT,EPO,CL0859,5,3,2025-12-28,UserA
L029432,P102905,CT,EPO,CL0635,5,1,2025-07-22,UserA
L029433,P102905,CT,EPO,CL0547,5,4,2025-01-04,System
L029434,P102905,CT,EPO,CL0377,5,3,2025-05-09,UserC
L029435,P102906,CA,POS,CL0453,5,4,2025-01-26,UserA
L029436,P102906,CA,POS,CL0022,5,3,2025-10-16,UserC
L029437,P102906,CA,POS,CL0464,5,2,2025-01-27,System
L029438,P102906,CA,POS,CL0625,5,3,2025-02-11,UserB
L029439,P102906,CA,POS,CL0398,5,3,2025-03-12,UserC
L029440,P102906,CA,POS,CL0793,5,4,2025-03-05,UserC
L029441,P102906,CA,POS,CL0711,5,4,2025-01-25,UserC
L029442,P102906,CA,POS,CL0602,5,1,2025-03-13,UserB
L029443,P102906,CA,POS,CL0429,5,2,2025-12-27,System
L029444,P102906,CA,POS,CL0995,5,1,2025-09-25,UserC
L029445,P102906,CA,POS,CL0067,5,4,2025-11-10,System
L029446,P102906,CA,POS,CL0340,5,3,2025-04-05,UserC
L029447,P102906,CA,POS,CL0878,5,4,2025-12-23,UserC
L029448,P102906,CA,POS,CL0904,5,5,2025-12-30,UserC
L029449,P102907,CT,PPO,CL0522,5,4,2025-11-11,UserB
L029450,P102907,CT,PPO,CL0942,5,2,2025-04-27,System
L029451,P102907,CT,PPO,CL0742,5,5,2025-06-13,System
L029452,P102907,CT,PPO,CL0981,5,2,2025-12-31,UserA
L029453,P102907,CT,PPO,CL0412,5,4,2025-10-05,UserC
L029454,P102907,CT,PPO,CL0680,5,1,2025-03-06,UserB
L029455,P102907,CT,PPO,CL0674,5,5,2025-11-02,UserC
L029456,P102907,CT,PPO,CL0514,5,1,2025-09-17,System
L029458,P102907,CT,PPO,CL0137,5,1,2025-07-19,UserC
L029459,P102907,CT,PPO,CL0890,5,3,2025-08-08,System
L029460,P102908,CT,POS,CL0034,1,5,2025-06-29,UserC
L029461,P102908,CT,POS,CL0080,1,4,2025-12-24,UserC
L029462,P102908,CT,POS,CL0095,1,1,2025-08-16,UserA
L029463,P102908,CT,POS,CL0187,1,5,2025-09-09,UserB
L029464,P102908,CT,POS,CL0458,1,2,2025-10-26,UserB
L029465,P102908,CT,POS,CL0624,1,4,2025-12-27,System
L029466,P102908,CT,POS,CL0848,1,5,2025-01-04,System
L029467,P102908,CT,POS,CL0085,1,3,2025-05-21,UserA
L029468,P102908,CT,POS,CL0707,1,4,2025-06-15,System
L029469,P102908,CT,POS,CL0805,1,2,2025-09-11,System
L029470,P102908,CT,POS,CL0657,1,3,2025-06-02,UserC
L029471,P102909,FL,HMO,CL0913,1,1,2025-03-08,UserA
L029472,P102909,FL,HMO,CL0274,1,3,2025-02-24,UserC
L029473,P102909,FL,HMO,CL0596,1,3,2025-04-06,UserC
L029474,P102909,FL,HMO,CL0808,1,4,2025-06-16,System
L029475,P102909,FL,HMO,CL0334,1,5,2025-11-17,UserC
L029476,P102909,FL,HMO,CL0236,1,3,2025-11-27,UserB
L029477,P102909,FL,HMO,CL0158,1,2,2025-12-08,UserB
L029478,P102909,FL,HMO,CL0302,1,4,2025-03-03,UserB
L029479,P102909,FL,HMO,CL0591,1,4,2025-06-23,UserA
L029480,P102909,FL,HMO,CL0576,1,3,2025-09-10,UserA
L029481,P102909,FL,HMO,CL0573,1,2,2025-04-22,UserB
L029482,P102910,MA,EPO,CL0661,5,1,2025-08-03,UserB
L029483,P102910,MA,EPO,CL0129,5,5,2025-08-27,UserC
L029484,P102910,MA,EPO,CL0541,5,2,2025-08-15,UserA
L029485,P102910,MA,EPO,CL0755,5,2,2025-08-18,System
L029486,P102910,MA,EPO,CL0521,5,3,2025-08-21,System
L029487,P102910,MA,EPO,CL0983,5,2,2025-06-12,UserA
L029488,P102911,CT,PPO,CL0522,3,4,2025-05-06,UserC
L029489,P102911,CT,PPO,CL0942,3,2,2025-09-10,UserB
L029490,P102911,CT,PPO,CL0742,3,5,2025-11-29,UserC
L029491,P102911,CT,PPO,CL0981,3,2,2025-07-18,UserC
L029492,P102911,CT,PPO,CL0412,3,4,2025-07-16,UserA
L029493,P102911,CT,PPO,CL0680,3,1,2025-05-02,UserB
L029494,P102911,CT,PPO,CL0674,3,5,2025-09-21,UserA
L029495,P102911,CT,PPO,CL0514,3,1,2025-02-23,UserA
L029496,P102911,CT,PPO,CL0774,3,1,2025-05-15,UserC
L029497,P102911,CT,PPO,CL0137,3,1,2025-12-05,UserA
L029498,P102911,CT,PPO,CL0890,3,3,2025-12-25,UserA
L029499,P102912,OH,POS,CL0509,4,1,2025-05-31,UserA
L029500,P102912,OH,POS,CL0122,4,2,2025-04-10,UserA
L029502,P102912,OH,POS,CL0366,4,3,2025-02-01,UserB
L029503,P102912,OH,POS,CL0013,4,1,2025-03-03,UserB
L029504,P102912,OH,POS,CL0391,4,3,2025-07-15,UserC
L029505,P102913,TX,HMO,CL0670,5,4,2025-01-30,System
L029506,P102913,TX,HMO,CL0546,5,5,2025-08-31,UserA
L029507,P102913,TX,HMO,CL0681,5,3,2025-04-16,UserC
L029508,P102913,TX,HMO,CL0188,5,5,2025-10-22,System
L029509,P102913,TX,HMO,CL0442,5,4,2025-05-13,System
L029510,P102913,TX,HMO,CL0125,5,4,2025-01-22,UserA
L029511,P102913,TX,HMO,CL0554,5,1,2025-06-05,UserC
L029512,P102913,TX,HMO,CL0156,5,5,2025-08-02,UserA
L029514,P102913,TX,HMO,CL0770,5,1,2025-10-12,System
L029515,P102913,TX,HMO,CL0653,5,5,2025-06-20,UserA
L029516,P102913,TX,HMO,CL0317,5,2,2025-02-11,UserA
L029517,P102913,TX,HMO,CL0333,5,1,2025-03-01,UserA
L029518,P102914,PA,PPO,CL0474,2,4,2025-03-18,UserB
L029519,P102914,PA,PPO,CL0563,2,5,2025-07-21,UserC
L029520,P102914,PA,PPO,CL0441,2,2,2025-08-08,UserC
L029521,P102914,PA,PPO,CL0841,2,4,2025-07-06,UserC
L029522,P102914,PA,PPO,CL0943,2,5,2025-04-06,System
L029523,P102914,PA,PPO,CL0139,2,2,2025-12-08,UserC
L029524,P102914,PA,PPO,CL0182,2,4,2025-07-31,UserC
L029525,P102914,PA,PPO,CL0994,2,3,2025-12-06,System
L029526,P102914,PA,PPO,CL0006,2,5,2025-09-19,System
L029527,P102914,PA,PPO,CL0716,2,5,2025-11-25,UserB
L029528,P102914,PA,PPO,CL0348,2,3,2025-03-18,System
L029529,P102915,PA,EPO,CL0863,5,2,2025-01-31,UserA
L029530,P102915,PA,EPO,CL0290,5,5,2025-02-08,UserB
L029531,P102915,PA,EPO,CL0706,5,3,2025-11-02,System
L029532,P102915,PA,EPO,CL0879,5,3,2025-11-30,UserC
L029533,P102915,PA,EPO,CL0211,5,5,2025-08-02,UserB
L029534,P102916,CT,PPO,CL0522,1,4,2025-05-06,UserB
L029535,P102916,CT,PPO,CL0942,1,2,2025-06-14,UserC
L029536,P102916,CT,PPO,CL0742,1,5,2025-09-03,UserC
L029537,P102916,CT,PPO,CL0981,1,2,2025-04-19,UserC
L029538,P102916,CT,PPO,CL0412,1,4,2025-03-29,UserA
L029539,P102916,CT,PPO,CL0680,1,1,2025-07-19,UserB
L029540,P102916,CT,PPO,CL0674,1,5,2025-09-28,UserA
L029541,P102916,CT,PPO,CL0514,1,1,2025-02-20,UserA
L029542,P102916,CT,PPO,CL0774,1,2,2025-07-17,UserC
L029543,P102916,CT,PPO,CL0137,1,1,2025-01-23,System
L029544,P102916,CT,PPO,CL0890,1,3,2025-06-02,UserA
L029545,P102917,OH,EPO,CL0563,4,1,2025-08-11,System
L029546,P102917,OH,EPO,CL0049,4,2,2025-08-09,System
L029547,P102917,OH,EPO,CL0354,4,4,2025-05-31,UserC
L029548,P102917,OH,EPO,CL0026,4,3,2025-09-23,System
L029549,P102917,OH,EPO,CL0435,4,5,2025-03-14,UserA
L029550,P102917,OH,EPO,CL0837,4,3,2025-03-18,System
L029551,P102917,OH,EPO,CL0182,4,4,2025-02-01,UserA
L029553,P102917,OH,EPO,CL0473,4,5,2025-12-23,UserA
L029554,P102917,OH,EPO,CL0898,4,5,2025-01-18,System
L029555,P102917,OH,EPO,CL0050,4,2,2025-06-13,UserA
L029556,P102917,OH,EPO,CL0692,4,1,2025-10-14,System
L029557,P102917,OH,EPO,CL0841,4,3,2025-02-23,System
L029558,P102918,CA,PPO,CL0774,2,2,2025-03-04,UserC
L029560,P102918,CA,PPO,CL0036,2,5,2025-08-27,UserB
L029561,P102918,CA,PPO,CL0869,2,1,2025-01-09,UserA
L029562,P102918,CA,PPO,CL0422,2,2,2025-04-30,UserB
L029563,P102919,IL,POS,CL0276,4,4,2025-12-14,UserB
L029564,P102919,IL,POS,CL0064,4,3,2025-03-31,UserA
L029565,P102919,IL,POS,CL0963,4,2,2025-11-08,UserC
L029566,P102919,IL,POS,CL0914,4,5,2025-06-24,UserA
L029567,P102919,IL,POS,CL0076,4,4,2025-01-03,UserC
L029568,P102919,IL,POS,CL0214,4,2,2025-05-10,System
L029569,P102919,IL,POS,CL0844,4,4,2025-02-23,UserB
L029570,P102919,IL,POS,CL0593,4,2,2025-10-20,UserA
L029571,P102919,IL,POS,CL0788,4,4,2025-07-03,System
L029572,P102919,IL,POS,CL0975,4,1,2025-12-19,UserA
L029573,P102919,IL,POS,CL0010,4,3,2025-08-12,UserA
L029574,P102919,IL,POS,CL0393,4,1,2025-01-12,System
L029575,P102919,IL,POS,CL0631,4,5,2025-07-14,UserA
L029576,P102919,IL,POS,CL0034,4,4,2025-09-04,System
L029577,P102920,IL,HMO,CL0828,4,4,2025-06-03,UserB
L029578,P102920,IL,HMO,CL0701,4,3,2025-03-19,System
L029579,P102920,IL,HMO,CL0276,4,5,2025-05-20,UserA
L029580,P102920,IL,HMO,CL0378,4,4,2025-03-31,UserB
L029581,P102920,IL,HMO,CL0329,4,5,2025-05-24,UserB
L029582,P102920,IL,HMO,CL0681,4,5,2025-03-13,System
L029583,P102920,IL,HMO,CL0476,4,2,2025-06-26,UserC
L029584,P102920,IL,HMO,CL0155,4,4,2025-12-14,System
L029585,P102920,IL,HMO,CL0696,4,4,2025-09-20,UserC
L029586,P102920,IL,HMO,CL0347,4,1,2025-09-28,System
L029587,P102920,IL,HMO,CL0157,4,5,2025-04-15,UserB
L029588,P102920,IL,HMO,CL0249,4,3,2025-03-13,System
L029589,P102921,FL,POS,CL0355,2,5,2025-03-15,UserC
L029590,P102921,FL,POS,CL0762,2,3,2025-05-23,UserA
L029591,P102921,FL,POS,CL0372,2,1,2025-03-03,UserC
L029592,P102921,FL,POS,CL0285,2,1,2025-05-26,UserB
L029593,P102921,FL,POS,CL0390,2,4,2025-02-15,System
L029594,P102921,FL,POS,CL0698,2,1,2025-08-17,UserB
L029595,P102921,FL,POS,CL0929,2,4,2025-04-15,UserA
L029596,P102921,FL,POS,CL0319,2,2,2025-04-19,UserA
L029597,P102921,FL,POS,CL0118,2,3,2025-11-13,UserA
L029598,P102922,PA,POS,CL0612,5,1,2025-05-01,System
L029599,P102922,PA,POS,CL0152,5,5,2025-02-12,UserC
L029600,P102922,PA,POS,CL0876,5,5,2025-04-09,System
L029601,P102922,PA,POS,CL0983,5,1,2025-07-13,UserB
L029602,P102922,PA,POS,CL0510,5,1,2025-11-07,System
L029603,P102922,PA,POS,CL0210,5,5,2025-08-02,UserB
L029604,P102922,PA,POS,CL0899,5,5,2025-08-17,System
L029605,P102922,PA,POS,CL0562,5,1,2025-07-04,UserC
L029606,P102923,CT,EPO,CL0970,5,4,2025-04-22,UserA
L029607,P102923,CT,EPO,CL0928,5,1,2025-12-13,System
L029608,P102923,CT,EPO,CL0979,5,5,2025-09-29,UserC
L029609,P102923,CT,EPO,CL0426,5,4,2025-11-09,System
L029610,P102923,CT,EPO,CL0201,5,3,2025-04-12,System
L029611,P102923,CT,EPO,CL0803,5,5,2025-07-29,UserA
L029613,P102923,CT,EPO,CL0859,5,3,2025-10-08,UserC
L029614,P102923,CT,EPO,CL0635,5,1,2025-01-22,System
L029615,P102923,CT,EPO,CL0547,5,4,2025-09-05,UserA
L029616,P102923,CT,EPO,CL0377,5,3,2025-06-08,System
L029617,P102924,IL,EPO,CL0283,5,2,2025-08-17,System
L029618,P102924,IL,EPO,CL0714,5,1,2025-12-09,UserA
L029619,P102924,IL,EPO,CL0908,5,4,2025-07-06,System
L029620,P102924,IL,EPO,CL0770,5,3,2025-05-23,System
L029621,P102924,IL,EPO,CL0164,5,1,2025-12-04,UserC
L029622,P102924,IL,EPO,CL0159,5,2,2025-12-24,UserC
L029623,P102924,IL,EPO,CL0107,5,4,2025-01-24,UserC
L029624,P102924,IL,EPO,CL0325,5,1,2025-05-21,System
L029625,P102924,IL,EPO,CL0658,5,3,2025-08-28,System
L029627,P102924,IL,EPO,CL0683,5,3,2025-11-01,System
L029628,P102924,IL,EPO,CL0531,5,3,2025-03-23,UserA
L029629,P102924,IL,EPO,CL0946,5,2,2025-02-17,UserA
L029630,P102924,IL,EPO,CL0557,5,5,2025-12-19,System
L029631,P102925,CT,EPO,CL0970,3,4,2025-12-24,System
L029632,P102925,CT,EPO,CL0928,3,1,2025-06-20,UserB
L029633,P102925,CT,EPO,CL0979,3,5,2025-09-19,UserA
L029634,P102925,CT,EPO,CL0426,3,4,2025-03-09,System
L029635,P102925,CT,EPO,CL0201,3,3,2025-01-14,UserB
L029638,P102925,CT,EPO,CL0859,3,3,2025-07-31,UserC
L029639,P102925,CT,EPO,CL0635,3,1,2025-09-21,UserB
L029640,P102925,CT,EPO,CL0547,3,4,2025-11-18,UserC
L029641,P102925,CT,EPO,CL0377,3,3,2025-07-21,System
L029642,P102926,FL,POS,CL0355,5,5,2025-03-25,System
L029643,P102926,FL,POS,CL0762,5,3,2025-02-22,UserA
L029644,P102926,FL,POS,CL0372,5,1,2025-12-21,UserB
L029645,P102926,FL,POS,CL0285,5,1,2025-09-13,UserB
L029646,P102926,FL,POS,CL0390,5,4,2025-03-15,System
L029647,P102926,FL,POS,CL0698,5,1,2025-08-08,UserA
L029648,P102926,FL,POS,CL0929,5,4,2025-05-23,System
L029649,P102926,FL,POS,CL0319,5,2,2025-04-10,UserA
L029650,P102926,FL,POS,CL0118,5,3,2025-05-09,UserB
L029652,P102927,PA,PPO,CL0563,2,5,2025-09-28,UserA
L029653,P102927,PA,PPO,CL0441,2,2,2025-01-22,UserB
L029654,P102927,PA,PPO,CL0841,2,4,2025-06-27,UserA
L029655,P102927,PA,PPO,CL0943,2,5,2025-02-17,UserC
L029656,P102927,PA,PPO,CL0139,2,2,2025-04-27,UserC
L029657,P102927,PA,PPO,CL0182,2,4,2025-11-25,System
L029658,P102927,PA,PPO,CL0994,2,3,2025-06-28,UserC
L029659,P102927,PA,PPO,CL0006,2,5,2025-09-30,UserC
L029660,P102927,PA,PPO,CL0716,2,5,2025-12-28,System
L029661,P102927,PA,PPO,CL0348,2,3,2025-12-05,UserC
L029662,P102928,NJ,PPO,CL0327,3,3,2025-12-26,System
L029663,P102928,NJ,PPO,CL0023,3,5,2025-12-13,UserA
L029664,P102928,NJ,PPO,CL0672,3,4,2025-06-28,UserB
L029665,P102928,NJ,PPO,CL0618,3,3,2025-02-18,System
L029666,P102928,NJ,PPO,CL0045,3,4,2025-11-11,UserA
L029667,P102928,NJ,PPO,CL0155,3,4,2025-09-12,UserC
L029668,P102928,NJ,PPO,CL0306,3,5,2025-01-30,UserA
L029669,P102928,NJ,PPO,CL0806,3,3,2025-03-26,System
L029670,P102928,NJ,PPO,CL0689,3,1,2025-10-04,System
L029671,P102928,NJ,PPO,CL0593,3,2,2025-02-03,System
L029672,P102929,TX,POS,CL0533,5,2,2025-11-25,System
L029673,P102929,TX,POS,CL0542,5,5,2025-04-08,UserA
L029674,P102929,TX,POS,CL0202,5,2,2025-03-17,UserB
L029675,P102929,TX,POS,CL0612,5,2,2025-06-24,UserB
L029676,P102929,TX,POS,CL0096,5,5,2025-12-07,UserA
L029677,P102929,TX,POS,CL0308,5,4,2025-09-06,UserB
L029678,P102929,TX,POS,CL0213,5,3,2025-12-06,UserC
L029679,P102929,TX,POS,CL0332,5,5,2025-05-14,UserA
L029680,P102929,TX,POS,CL0274,5,4,2025-06-27,UserA
L029681,P102929,TX,POS,CL0623,5,2,2025-12-31,UserA
L029682,P102929,TX,POS,CL0210,5,1,2025-08-16,UserB
L029683,P102929,TX,POS,CL0950,5,3,2025-03-04,UserA
L029684,P102930,TX,POS,CL0533,3,2,2025-09-25,UserA
L029685,P102930,TX,POS,CL0542,3,5,2025-09-15,System
L029686,P102930,TX,POS,CL0202,3,2,2025-05-24,System
L029687,P102930,TX,POS,CL0612,3,2,2025-10-30,UserB
L029688,P102930,TX,POS,CL0096,3,5,2025-02-21,System
L029689,P102930,TX,POS,CL0308,3,4,2025-10-30,UserC
L029690,P102930,TX,POS,CL0213,3,3,2025-04-09,System
L029691,P102930,TX,POS,CL0332,3,5,2025-11-02,System
L029693,P102930,TX,POS,CL0623,3,2,2025-02-11,UserC
L029694,P102930,TX,POS,CL0210,3,1,2025-11-23,UserC
L029695,P102930,TX,POS,CL0950,3,3,2025-02-26,System
L029696,P102931,IL,HMO,CL0828,2,4,2025-02-02,UserB
L029697,P102931,IL,HMO,CL0701,2,3,2025-04-24,UserA
L029698,P102931,IL,HMO,CL0276,2,5,2025-10-27,UserB
L029699,P102931,IL,HMO,CL0378,2,4,2025-04-24,UserB
L029700,P102931,IL,HMO,CL0329,2,5,2025-02-25,UserB
L029701,P102931,IL,HMO,CL0681,2,5,2025-02-13,UserC
L029703,P102931,IL,HMO,CL0155,2,4,2025-12-18,UserB
L029704,P102931,IL,HMO,CL0696,2,4,2025-11-25,UserC
L029705,P102931,IL,HMO,CL0347,2,1,2025-02-03,System
L029706,P102931,IL,HMO,CL0157,2,5,2025-09-27,UserC
L029707,P102931,IL,HMO,CL0249,2,3,2025-07-15,UserC
L029708,P102932,TX,EPO,CL0837,5,3,2025-05-05,System
L029709,P102932,TX,EPO,CL0842,5,4,2025-03-20,UserB
L029710,P102932,TX,EPO,CL0898,5,5,2025-09-12,UserB
L029711,P102932,TX,EPO,CL0311,5,4,2025-05-25,System
L029712,P102932,TX,EPO,CL0743,5,2,2025-03-24,UserB
L029713,P102932,TX,EPO,CL0490,5,5,2025-08-18,System
L029714,P102932,TX,EPO,CL0909,5,2,2025-05-17,UserC
L029715,P102932,TX,EPO,CL0206,5,5,2025-01-27,UserB
L029716,P102932,TX,EPO,CL0636,5,4,2025-06-26,UserB
L029717,P102932,TX,EPO,CL0307,5,1,2025-07-26,UserA
L029718,P102932,TX,EPO,CL0950,5,5,2025-11-02,UserB
L029719,P102933,NJ,EPO,CL0697,1,1,2025-11-07,UserA
L029720,P102933,NJ,EPO,CL0662,1,4,2025-08-01,UserB
L029721,P102933,NJ,EPO,CL0471,1,1,2025-12-20,UserA
L029722,P102933,NJ,EPO,CL0581,1,4,2025-02-06,System
L029723,P102933,NJ,EPO,CL0926,1,1,2025-10-20,UserB
L029724,P102933,NJ,EPO,CL0500,1,4,2025-06-28,System
L029725,P102933,NJ,EPO,CL0372,1,1,2025-06-09,UserA
L029726,P102933,NJ,EPO,CL0519,1,2,2025-01-12,UserA
L029727,P102933,NJ,EPO,CL0441,1,5,2025-06-18,UserA
L029728,P102933,NJ,EPO,CL0676,1,1,2025-11-08,UserA
L029729,P102933,NJ,EPO,CL0638,1,5,2025-03-21,UserC
L029730,P102933,NJ,EPO,CL0717,1,2,2025-01-14,System
L029731,P102933,NJ,EPO,CL0964,1,2,2025-02-23,UserA
L029732,P102934,CT,POS,CL0034,2,5,2025-09-11,UserB
L029733,P102934,CT,POS,CL0080,2,4,2025-03-06,UserA
L029734,P102934,CT,POS,CL0095,2,1,2025-02-27,System
L029735,P102934,CT,POS,CL0187,2,5,2025-04-06,UserC
L029736,P102934,CT,POS,CL0458,2,2,2025-01-21,System
L029737,P102934,CT,POS,CL0624,2,4,2025-09-17,UserB
L029738,P102934,CT,POS,CL0848,2,5,2025-03-14,UserC
L029739,P102934,CT,POS,CL0085,2,4,2025-09-05,System
L029740,P102934,CT,POS,CL0707,2,4,2025-05-07,UserA
L029741,P102934,CT,POS,CL0805,2,2,2025-02-15,UserB
