Clause_ID,Clause_Type,Mandatory,State,Product,Version,Expiration_Date
CL0953,Behavioral Health,Y,CA,POS,5,2027-08-10
CL0954,Pediatric Care,N,NJ,EPO,2,2026-07-11
CL0955,Appeals,Y,FL,POS,4,2026-11-21
CL0956,Mental Health,Y,NJ,EPO,3,2027-12-27
CL0957,Appeals,Y,NY,EPO,2,2027-04-12
CL0958,Emergency,Y,NJ,HMO,5,2027-01-02
CL0959,Appeals,Y,CA,HMO,1,2026-11-14
CL0960,Prescription,N,NY,PPO,3,2026-05-24
CL0961,Women's Health,Y,FL,HMO,2,2027-01-19
CL0962,Mental Health,Y,CT,HMO,2,2026-08-04
CL0963,Network,Y,TX,EPO,2,2026-12-27
CL0964,Emergency,Y,NY,HMO,5,2026-11-20
CL0965,Mental Health,Y,OH,EPO,5,2026-01-15
CL0966,Appeals,Y,CA,EPO,5,2026-08-05
CL0967,Prescription,Y,NY,HMO,4,2027-05-07
CL0968,Telehealth,Y,NY,PPO,2,2027-07-01
CL0969,Pediatric Care,Y,OH,PPO,3,2026-07-02
CL0970,Network,Y,FL,POS,5,2026-09-27
CL0971,Pediatric Care,Y,NY,POS,5,2027-04-12
CL0972,Mental Health,N,TX,HMO,2,2027-09-04
CL0973,Prescription,Y,NJ,PPO,5,2027-06-03
CL0974,Prescription,Y,FL,EPO,4,2027-06-26
CL0975,Appeals,N,TX,POS,4,2027-04-12
CL0976,Behavioral Health,Y,FL,EPO,5,2026-11-01
CL0977,Appeals,N,TX,POS,2,2026-05-24
CL0978,Behavioral Health,Y,CA,HMO,2,2026-04-21
CL0979,Behavioral Health,N,TX,PPO,2,2026-08-20
CL0980,Network,Y,PA,POS,1,2027-11-22
CL0981,Appeals,Y,TX,PPO,5,2027-08-07
CL0982,Telehealth,Y,CT,EPO,2,2027-12-23
CL0983,Privacy,N,CT,HMO,4,2027-08-15
CL0984,Privacy,N,IL,PPO,3,2027-05-15
CL0985,Appeals,Y,PA,HMO,3,2027-08-18
CL0986,Appeals,Y,PA,PPO,2,2027-07-08
CL0987,Pediatric Care,N,NJ,EPO,3,2026-09-30
CL0988,Network,Y,PA,EPO,3,2027-12-04
CL0989,Appeals,N,NJ,HMO,1,2026-06-22
CL0990,Pediatric Care,N,IL,EPO,4,2026-01-07
CL0991,Behavioral Health,Y,IL,POS,4,2026-06-04
CL0992,Prescription,Y,CA,PPO,1,2027-06-06
CL0993,Prescription,Y,CT,EPO,1,2027-06-30
CL0994,Behavioral Health,Y,TX,POS,3,2027-07-02
CL0995,Emergency,N,TX,HMO,5,2027-06-02
CL0996,Pediatric Care,Y,OH,POS,3,2026-08-03
CL0997,Pediatric Care,N,OH,HMO,1,2026-05-14
CL0998,Behavioral Health,Y,MA,HMO,4,2026-10-12
CL0999,Telehealth,N,FL,PPO,3,2026-05-06
CL1000,Women's Health,Y,CA,PPO,5,2027-03-15
